Country,Country_Code,Measure,Unit_of_measure,Sex,Age,Year,Retirement_values
Malta,MLT,Expected years after labour market exit,Years,Male,Not applicable,1999,18.8
Malta,MLT,Expected years after labour market exit,Years,Male,Not applicable,2001,19.9
Malta,MLT,Expected years after labour market exit,Years,Male,Not applicable,2002,20.4
Malta,MLT,Expected years after labour market exit,Years,Male,Not applicable,2003,20.5
Malta,MLT,Expected years after labour market exit,Years,Male,Not applicable,2004,20.8
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1970,13.6
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1971,13.6
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1972,13.6
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1973,13.6
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1974,13.6
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1975,13.9
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1976,14.2
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1977,14.5
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1978,14.9
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1979,15.2
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1980,15.9
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1981,16.2
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1982,16.3
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1983,16.4
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1984,16.6
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1985,17.3
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1986,17.9
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1987,18.4
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1988,18.9
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1989,19
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1990,19.6
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1991,19.6
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1992,20.2
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1993,20.4
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1994,20.3
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1995,20.3
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1996,20.9
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1997,20.7
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1998,20.7
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1999,21
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2000,21
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2001,21.7
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2002,21.7
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2003,22
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2004,21.4
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2005,21.8
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2006,21.9
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2007,21.7
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2008,21.5
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2009,22.3
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2010,21.5
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2011,22.5
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2012,22.3
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2013,22.3
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2014,22.7
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2015,22.5
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2016,21.9
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2017,21.9
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2018,22.1
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2019,22.6
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2020,20.8
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2021,21.9
Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2022,22.2
Denmark,DNK,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2014,14.5
Denmark,DNK,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2016,14.5
Denmark,DNK,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2018,14.5
Denmark,DNK,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2020,15.2
Finland,FIN,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2014,0
Finland,FIN,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2016,0
Finland,FIN,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2018,0
Finland,FIN,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2020,0
France,FRA,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,57.6
Greece,GRC,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,80.8
Italy,ITA,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2022,76.1
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1970,69.9
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1971,70.6
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1972,69.8
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1973,69.6
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1974,69.4
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1975,69.5
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1976,68.5
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1977,68.5
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1978,68.2
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1979,68.1
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1980,67.8
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1981,67.6
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1982,67.8
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1983,67.3
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1984,66.9
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1985,67
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1986,66.9
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1987,67
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1988,67.3
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1989,67.3
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1990,67.5
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1991,68.1
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1992,68.2
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1993,68.5
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1994,68.1
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1995,68.2
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1996,68.1
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1997,67.6
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1998,67.3
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1999,67.5
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2000,67.1
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2001,66.9
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2002,66.9
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2003,67
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2004,66.8
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2005,66.4
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2006,66.5
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2007,66.6
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2008,66.5
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2009,66.8
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2010,67.2
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2011,66.6
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2012,66.3
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2013,66.6
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2014,66.6
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2015,66.6
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2016,67.1
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2017,67.6
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2018,67.5
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2019,67.7
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2020,68.2
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2021,67.9
Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2022,68.3
Korea,KOR,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2022,31.2
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1970,17.1
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1971,16.9
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1972,17.1
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1973,16.1
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1974,16
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1975,16
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1976,15.6
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1977,16.5
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1978,17.3
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1979,17.4
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1980,17.2
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1981,18.5
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1982,16.7
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1983,17.4
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1984,19.3
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1985,18.6
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1986,19
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1987,19.6
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1988,19.6
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1989,15.6
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1990,16.3
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1991,16.2
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1992,17.7
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1993,18.7
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1994,18.4
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1995,18.8
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1996,18.4
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1997,17.7
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1998,19
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1999,19.4
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2000,20.8
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2001,20
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2002,20.3
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2003,20.9
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2004,19.9
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2005,20.5
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2006,21
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2007,21.2
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2008,19.9
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2009,20.7
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2010,20.6
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2011,20.7
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2012,20.7
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2013,21.2
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2014,20.4
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2015,19.7
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2016,19.8
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2017,19.3
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2018,20.1
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2019,20.6
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2020,23.8
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2021,22.7
Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2022,21.5
Sweden,SWE,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2014,17.4
Sweden,SWE,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2016,17.8
Sweden,SWE,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2018,18.6
Sweden,SWE,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2020,19
Switzerland,CHE,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,39.9
United Kingdom,GBR,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,41.9
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,1990,16.8
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,1991,15.8
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,1992,15.9
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,1993,16.2
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,1994,16.9
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,1995,17.2
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,1996,17.6
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,1997,17.9
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,1998,17.7
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,1999,17.5
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,2000,17.6
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,2001,18
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,2002,18.4
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,2003,18.9
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,2004,19.1
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,2005,19
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,2006,18.5
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,2007,18.7
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,2008,19.4
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,2009,19.4
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,2010,18.9
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,2011,19.3
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,2012,19.1
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,2013,18.2
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,2014,18.7
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,2015,18
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,2016,17.8
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,2017,17.5
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,2018,17.9
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,2019,18.7
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,2020,18.5
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,2021,18.5
Israel,ISR,Expected years after labour market exit,Years,Male,Not applicable,2022,18.1
Slovenia,SVN,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2014,0
Slovenia,SVN,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2016,0
Slovenia,SVN,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2018,0
Slovenia,SVN,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2020,0
India,IND,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2014,58
India,IND,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2018,58
India,IND,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2020,58
India,IND,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2022,58
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,1995,63.2
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,1996,63.1
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,1997,63
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,1998,63
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,1999,62.9
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,2000,66.3
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,2001,65.5
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,2002,65.7
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,2003,64.5
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,2004,63.9
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,2005,63.9
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,2006,63.5
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,2007,62.5
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,2008,62.8
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,2009,63.4
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,2010,63.1
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,2011,62.3
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,2012,63.6
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,2013,64.4
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,2014,62.3
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,2015,65.7
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,2016,64.6
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,2017,63.7
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,2018,62.9
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,2019,62.8
Saudi Arabia,SAU,Effective labour market exit age,Years,Male,Not applicable,2020,58.9
Romania,ROU,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2022,4.8
Malta,MLT,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,58.2
Croatia,HRV,Employment rate,Percentage of population in the same age,Not applicable,From 60 to 64 years,2022,37.5
Canada,CAN,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,36.8
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1950,14
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1951,14.2
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1952,14.5
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1953,14.5
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1954,14.6
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1955,14.8
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1956,14.8
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1957,14.9
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1958,15
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1959,15
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1960,15.1
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1961,15.2
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1962,15.3
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1963,15.3
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1964,15.4
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1965,15.4
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1966,15.4
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1967,15.4
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1968,15.4
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1969,15.3
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1970,15.3
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1971,15.3
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1972,15.2
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1973,15.2
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1974,15.3
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1975,15.4
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1976,15.5
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1977,15.6
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1978,15.8
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1979,16
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1980,16.2
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1981,16.3
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1982,16.4
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1983,16.5
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1984,16.7
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1985,16.9
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1986,17.1
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1987,17.4
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1988,17.8
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1989,18.1
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1991,18.7
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1992,18.9
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1993,19.2
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1994,19.4
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1996,19.8
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1997,20
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1998,20.2
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1999,20.3
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2001,20.5
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2002,20.6
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2003,20.7
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2004,20.8
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2022,31.7
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2023,33.4
Canada,CAN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2024,34.6
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1970,65.3
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1971,65.3
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1972,65.1
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1973,64.6
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1974,64.2
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1975,63.9
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1976,63.6
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1977,63
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1978,62.6
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1979,63.1
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1980,62.9
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1981,62.5
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1982,62.5
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1983,62.5
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1984,61.6
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1985,62
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1986,61.3
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1987,61.5
Canada,CAN,Effective labour market exit age,Years,Female,Not applicable,1988,61.4
