,Reference area,REF_AREA,Measure,Unit of measure,TIME_PERIOD,Avoidable_mortality_values
2872,Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2014,139.7
2873,Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2015,134.6
2874,Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2016,134.8
2875,Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2017,128.3
2876,Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2000,215.2
2877,Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2001,209.9
2878,Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2002,198.0
2879,Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2003,195.0
2880,Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2004,188.4
2881,Denmark,DNK,Preventable mortality,Deaths per 100 000 inhabitants,2005,185.6
2882,Czechia,CZE,Avoidable mortality,Deaths,2012,34166.0
2883,Czechia,CZE,Avoidable mortality,Deaths,2013,34685.0
2884,Czechia,CZE,Avoidable mortality,Deaths,2014,32852.0
2885,Czechia,CZE,Avoidable mortality,Deaths,2015,33881.0
2886,Czechia,CZE,Avoidable mortality,Deaths,2016,32501.0
2887,Czechia,CZE,Avoidable mortality,Deaths,2017,33111.0
2888,Czechia,CZE,Avoidable mortality,Deaths,2018,32994.0
2889,Czechia,CZE,Avoidable mortality,Deaths,2019,32055.0
2890,Czechia,CZE,Avoidable mortality,Deaths,2020,35627.0
2891,Czechia,CZE,Avoidable mortality,Deaths,2021,42826.0
2892,Czechia,CZE,Avoidable mortality,Deaths,2000,42301.0
2893,Czechia,CZE,Avoidable mortality,Deaths,2001,40662.0
2894,Czechia,CZE,Avoidable mortality,Deaths,2002,40009.0
2895,Czechia,CZE,Avoidable mortality,Deaths,2003,39991.0
2896,Czechia,CZE,Avoidable mortality,Deaths,2004,38404.0
2897,Czechia,CZE,Avoidable mortality,Deaths,2005,37226.0
2898,Czechia,CZE,Avoidable mortality,Deaths,2006,35470.0
2899,Czechia,CZE,Avoidable mortality,Deaths,2007,35487.0
2900,Czechia,CZE,Avoidable mortality,Deaths,2008,35036.0
2901,Czechia,CZE,Avoidable mortality,Deaths,2009,35024.0
2902,Czechia,CZE,Avoidable mortality,Deaths,2010,34917.0
2903,Czechia,CZE,Avoidable mortality,Deaths,2011,34240.0
2904,Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2005,103.7
2905,Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2006,97.2
2906,Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2017,61.2
2907,Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2018,63.6
2908,Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2019,58.1
2909,Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2020,57.1
2910,Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2007,89.8
2911,Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2008,88.8
2912,Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2009,85.9
2913,Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2010,80.8
2914,Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2011,78.3
2915,Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2012,74.8
2916,Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2013,73.8
2917,Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2014,68.8
2918,Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2015,71.8
2919,Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2016,64.6
2920,Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2000,121.5
2921,Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2001,119.6
2922,Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2002,118.5
2923,Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2003,116.0
2924,Slovenia,SVN,Treatable mortality,Deaths per 100 000 inhabitants,2004,108.4
2925,Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2006,179.6
2926,Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2007,170.3
2927,Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2021,109.5
2928,Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2022,101.6
2929,Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2016,111.5
2930,Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2017,111.1
2931,Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2008,160.3
2932,Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2009,155.3
2933,Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2010,141.7
2934,Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2011,131.3
2935,Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2012,132.3
2936,Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2013,122.2
2937,Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2014,124.6
2938,Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2015,115.7
2939,Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2019,104.0
2940,Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2020,100.1
2941,Czechia,CZE,Treatable mortality,Deaths per 100 000 inhabitants,2000,181.1
2942,Czechia,CZE,Treatable mortality,Deaths per 100 000 inhabitants,2001,172.6
2943,Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2001,221.3
2944,Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2002,212.8
2945,Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2003,206.5
2946,Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2004,201.8
2947,Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2005,181.9
2948,Austria,AUT,Treatable mortality,Deaths,2020,5551.0
2949,Austria,AUT,Treatable mortality,Deaths,2021,5748.5
2950,Austria,AUT,Treatable mortality,Deaths,2015,5942.0
2951,Austria,AUT,Treatable mortality,Deaths,2016,5805.0
2952,Austria,AUT,Treatable mortality,Deaths,2017,5706.0
2953,Austria,AUT,Treatable mortality,Deaths,2018,5717.0
2954,Austria,AUT,Treatable mortality,Deaths,2005,6733.0
2955,Austria,AUT,Treatable mortality,Deaths,2006,6551.0
2956,Austria,AUT,Treatable mortality,Deaths,2007,6328.0
2957,Austria,AUT,Treatable mortality,Deaths,2008,6002.0
2958,Austria,AUT,Treatable mortality,Deaths,2009,6169.5
2959,Austria,AUT,Treatable mortality,Deaths,2010,6100.5
2960,Austria,AUT,Treatable mortality,Deaths,2011,5896.0
2961,Austria,AUT,Treatable mortality,Deaths,2012,5909.0
2962,Austria,AUT,Treatable mortality,Deaths,2013,5938.0
2963,Austria,AUT,Treatable mortality,Deaths,2014,5894.5
2964,Austria,AUT,Treatable mortality,Deaths,2002,7582.0
2965,Austria,AUT,Treatable mortality,Deaths,2003,7385.5
2966,Austria,AUT,Treatable mortality,Deaths,2004,6912.0
2967,Austria,AUT,Treatable mortality,Deaths,2019,5649.5
2968,Greece,GRC,Avoidable mortality,Deaths,2015,23965.0
2969,Greece,GRC,Avoidable mortality,Deaths,2016,23525.0
2970,Greece,GRC,Avoidable mortality,Deaths,2017,23666.0
2971,Greece,GRC,Avoidable mortality,Deaths,2018,23431.0
2972,Greece,GRC,Avoidable mortality,Deaths,2019,23856.0
2973,Greece,GRC,Avoidable mortality,Deaths,2020,25156.0
2974,Greece,GRC,Avoidable mortality,Deaths,2014,23167.0
2975,Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2018,123.3
2976,Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2000,194.9
2977,Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2011,154.8
2978,Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2012,152.0
2979,Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2013,148.6
2980,Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2014,146.4
2981,Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2001,199.5
2982,Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2002,194.7
2983,Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2003,193.7
2984,Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2004,187.9
2985,Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2005,179.6
2986,Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2006,175.3
2987,Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2007,169.3
2988,Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2008,165.0
2989,Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2009,165.5
2990,Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2010,164.9
2991,Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2019,123.1
2992,Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2020,172.1
2993,Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2021,191.5
2994,Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2015,144.1
2995,Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2016,138.4
2996,Chile,CHL,Preventable mortality,Deaths per 100 000 inhabitants,2017,131.4
2997,Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2006,81.0
2998,Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2007,72.6
2999,Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2019,50.4
3000,Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2020,46.9
3001,Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2021,42.9
3002,Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2022,44.7
3003,Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2008,70.0
3004,Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2009,64.2
3005,Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2010,71.2
3006,Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2011,65.0
3007,Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2012,58.5
3008,Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2013,63.9
3009,Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2014,52.4
3010,Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2015,54.9
3011,Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2016,54.6
3012,Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2017,57.6
3013,Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2018,52.6
3014,Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2000,91.4
3015,Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2001,85.4
3016,Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2002,94.5
3017,Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2003,96.0
3018,Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2004,73.6
3019,Luxembourg,LUX,Treatable mortality,Deaths per 100 000 inhabitants,2005,78.4
3020,Greece,GRC,Avoidable mortality,Deaths per 100 000 inhabitants,2015,206.1
3021,Greece,GRC,Avoidable mortality,Deaths per 100 000 inhabitants,2016,200.5
3022,Greece,GRC,Avoidable mortality,Deaths per 100 000 inhabitants,2017,198.1
3023,Greece,GRC,Avoidable mortality,Deaths per 100 000 inhabitants,2018,193.8
3024,Greece,GRC,Avoidable mortality,Deaths per 100 000 inhabitants,2019,195.3
3025,Greece,GRC,Avoidable mortality,Deaths per 100 000 inhabitants,2020,204.0
3026,Greece,GRC,Avoidable mortality,Deaths per 100 000 inhabitants,2014,199.9
3027,Poland,POL,Preventable mortality,Deaths,2006,83397.5
3028,Poland,POL,Preventable mortality,Deaths,2007,84176.5
3029,Poland,POL,Preventable mortality,Deaths,2018,77092.0
3030,Poland,POL,Preventable mortality,Deaths,2019,77643.0
3031,Poland,POL,Preventable mortality,Deaths,2020,99287.0
3032,Poland,POL,Preventable mortality,Deaths,2021,123159.0
3033,Poland,POL,Preventable mortality,Deaths,2008,83500.5
3034,Poland,POL,Preventable mortality,Deaths,2009,80846.5
3035,Poland,POL,Preventable mortality,Deaths,2010,78067.5
3036,Poland,POL,Preventable mortality,Deaths,2011,77039.0
3037,Poland,POL,Preventable mortality,Deaths,2012,76735.5
3038,Poland,POL,Preventable mortality,Deaths,2013,75058.0
3039,Poland,POL,Preventable mortality,Deaths,2014,72392.0
3040,Sweden,SWE,Treatable mortality,Deaths,2017,6192.0
3041,Sweden,SWE,Treatable mortality,Deaths,2004,6893.0
3042,Poland,POL,Preventable mortality,Deaths,2017,74666.0
3043,Poland,POL,Preventable mortality,Deaths,2000,89652.5
3044,Poland,POL,Preventable mortality,Deaths,2001,86707.0
3045,Poland,POL,Preventable mortality,Deaths,2002,85432.5
3046,Poland,POL,Preventable mortality,Deaths,2003,85167.0
3047,Poland,POL,Preventable mortality,Deaths,2004,84647.0
3048,Poland,POL,Preventable mortality,Deaths,2005,83648.0
3049,Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2004,219.5
3050,Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2005,209.6
3051,Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2016,155.9
3052,Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2000,252.1
3053,Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2001,242.8
3054,Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2002,240.6
3055,Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2006,204.1
3056,Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2007,198.8
3057,Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2008,196.1
3058,Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2009,191.9
3059,Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2010,185.5
3060,Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2011,179.7
3061,Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2012,173.1
3062,Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2013,168.7
3063,Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2014,159.9
3064,Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2015,157.5
3065,Norway,NOR,Avoidable mortality,Deaths per 100 000 inhabitants,2003,225.6
3066,Chile,CHL,Preventable mortality,Deaths,2012,21007.5
3067,Chile,CHL,Preventable mortality,Deaths,2013,21137.0
3068,Chile,CHL,Preventable mortality,Deaths,2004,21380.5
3069,Chile,CHL,Preventable mortality,Deaths,2005,20881.5
3070,Chile,CHL,Preventable mortality,Deaths,2020,29708.5
3071,Chile,CHL,Preventable mortality,Deaths,2021,34054.5
3072,Chile,CHL,Preventable mortality,Deaths,2014,21363.0
3073,Chile,CHL,Preventable mortality,Deaths,2015,21611.5
3074,Chile,CHL,Preventable mortality,Deaths,2016,21351.5
3075,Chile,CHL,Preventable mortality,Deaths,2017,20865.0
3076,Chile,CHL,Preventable mortality,Deaths,2018,20285.5
3077,Chile,CHL,Preventable mortality,Deaths,2019,20896.0
3078,Chile,CHL,Preventable mortality,Deaths,2000,20711.5
3079,Chile,CHL,Preventable mortality,Deaths,2001,21630.0
3080,Chile,CHL,Preventable mortality,Deaths,2002,21397.0
3081,Chile,CHL,Preventable mortality,Deaths,2003,21638.5
3082,Chile,CHL,Preventable mortality,Deaths,2007,20603.5
3083,Chile,CHL,Preventable mortality,Deaths,2008,20712.0
3084,Chile,CHL,Preventable mortality,Deaths,2006,20879.0
3085,Chile,CHL,Preventable mortality,Deaths,2009,21360.5
3086,Chile,CHL,Preventable mortality,Deaths,2010,21774.0
3087,Chile,CHL,Preventable mortality,Deaths,2011,20918.5
3088,United Kingdom,GBR,Avoidable mortality,Deaths,2006,145287.0
3089,United Kingdom,GBR,Avoidable mortality,Deaths,2007,143084.0
3090,United Kingdom,GBR,Avoidable mortality,Deaths,2008,143056.0
3091,United Kingdom,GBR,Avoidable mortality,Deaths,2009,138265.0
3092,United Kingdom,GBR,Avoidable mortality,Deaths,2010,136365.0
3093,United Kingdom,GBR,Avoidable mortality,Deaths,2011,132674.0
3094,United Kingdom,GBR,Avoidable mortality,Deaths,2012,130593.0
3095,United Kingdom,GBR,Avoidable mortality,Deaths,2013,131795.0
3096,United Kingdom,GBR,Avoidable mortality,Deaths,2014,131986.0
3097,United Kingdom,GBR,Avoidable mortality,Deaths,2015,135127.0
3098,United Kingdom,GBR,Avoidable mortality,Deaths,2016,137520.0
3099,United Kingdom,GBR,Avoidable mortality,Deaths,2017,136909.0
3100,United Kingdom,GBR,Avoidable mortality,Deaths,2018,139499.0
3101,United Kingdom,GBR,Avoidable mortality,Deaths,2019,137442.0
3102,United Kingdom,GBR,Avoidable mortality,Deaths,2020,158761.0
3103,United Kingdom,GBR,Avoidable mortality,Deaths,2001,164046.0
3104,United Kingdom,GBR,Avoidable mortality,Deaths,2002,160817.0
3105,United Kingdom,GBR,Avoidable mortality,Deaths,2003,158367.0
3106,United Kingdom,GBR,Avoidable mortality,Deaths,2004,151440.0
3107,United Kingdom,GBR,Avoidable mortality,Deaths,2005,148344.0
3108,Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2006,273.7
3109,Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2021,268.1
3110,Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2017,213.6
3111,Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2018,203.4
3112,Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2019,205.0
3113,Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2020,248.3
3114,Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2007,267.0
3115,Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2008,258.5
3116,Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2009,261.2
3117,Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2010,261.7
3118,Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2011,244.1
3119,Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2012,241.0
3120,Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2013,240.1
3121,Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2014,238.0
3122,Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2015,232.8
3123,Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2016,223.2
3124,Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2000,307.3
3125,Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2001,314.6
3126,Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2002,302.1
3127,Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2003,298.0
3128,Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2004,291.3
3129,Chile,CHL,Avoidable mortality,Deaths per 100 000 inhabitants,2005,280.3
3130,New Zealand,NZL,Avoidable mortality,Deaths,2007,8365.0
3131,New Zealand,NZL,Avoidable mortality,Deaths,2008,8350.0
3132,New Zealand,NZL,Avoidable mortality,Deaths,2009,8433.0
3133,New Zealand,NZL,Avoidable mortality,Deaths,2010,8099.0
3134,New Zealand,NZL,Avoidable mortality,Deaths,2011,8409.0
3135,New Zealand,NZL,Avoidable mortality,Deaths,2012,8179.0
3136,New Zealand,NZL,Avoidable mortality,Deaths,2013,7898.0
3137,New Zealand,NZL,Avoidable mortality,Deaths,2014,8218.0
3138,New Zealand,NZL,Avoidable mortality,Deaths,2015,8298.0
3139,Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2018,108.5
3140,Estonia,EST,Treatable mortality,Deaths per 100 000 inhabitants,2000,230.0
3141,New Zealand,NZL,Avoidable mortality,Deaths,2001,8892.0
3142,New Zealand,NZL,Avoidable mortality,Deaths,2002,8713.0
3143,New Zealand,NZL,Avoidable mortality,Deaths,2003,8580.0
3144,New Zealand,NZL,Avoidable mortality,Deaths,2004,8591.0
3145,New Zealand,NZL,Avoidable mortality,Deaths,2005,8139.0
3146,New Zealand,NZL,Avoidable mortality,Deaths,2006,8240.0
3147,Ireland,IRL,Avoidable mortality,Deaths per 100 000 inhabitants,2015,183.0
3148,Ireland,IRL,Avoidable mortality,Deaths per 100 000 inhabitants,2016,178.7
3149,Ireland,IRL,Avoidable mortality,Deaths per 100 000 inhabitants,2017,165.7
3150,Ireland,IRL,Avoidable mortality,Deaths per 100 000 inhabitants,2018,172.2
3151,Ireland,IRL,Avoidable mortality,Deaths per 100 000 inhabitants,2019,161.7
3152,Ireland,IRL,Avoidable mortality,Deaths per 100 000 inhabitants,2020,171.4
3153,Ireland,IRL,Avoidable mortality,Deaths per 100 000 inhabitants,2007,239.1
3154,Ireland,IRL,Avoidable mortality,Deaths per 100 000 inhabitants,2008,234.4
3155,Ireland,IRL,Avoidable mortality,Deaths per 100 000 inhabitants,2009,232.2
3156,Ireland,IRL,Avoidable mortality,Deaths per 100 000 inhabitants,2010,208.0
3157,Ireland,IRL,Avoidable mortality,Deaths per 100 000 inhabitants,2011,209.0
3158,Ireland,IRL,Avoidable mortality,Deaths per 100 000 inhabitants,2012,202.6
3159,Ireland,IRL,Avoidable mortality,Deaths per 100 000 inhabitants,2013,196.6
3160,Ireland,IRL,Avoidable mortality,Deaths per 100 000 inhabitants,2014,191.0
3161,Costa Rica,CRI,Avoidable mortality,Deaths per 100 000 inhabitants,2005,265.0
3162,Costa Rica,CRI,Avoidable mortality,Deaths per 100 000 inhabitants,2006,269.5
3163,Costa Rica,CRI,Avoidable mortality,Deaths per 100 000 inhabitants,2017,228.8
3164,Costa Rica,CRI,Avoidable mortality,Deaths per 100 000 inhabitants,2018,235.6
3165,Costa Rica,CRI,Avoidable mortality,Deaths per 100 000 inhabitants,2019,239.0
3166,Costa Rica,CRI,Avoidable mortality,Deaths per 100 000 inhabitants,2020,255.7
3167,Costa Rica,CRI,Avoidable mortality,Deaths per 100 000 inhabitants,2007,236.1
3168,Costa Rica,CRI,Avoidable mortality,Deaths per 100 000 inhabitants,2008,238.1
3169,Costa Rica,CRI,Avoidable mortality,Deaths per 100 000 inhabitants,2009,234.7
3170,Costa Rica,CRI,Avoidable mortality,Deaths per 100 000 inhabitants,2010,260.0
3171,Costa Rica,CRI,Avoidable mortality,Deaths per 100 000 inhabitants,2011,241.2
3172,Costa Rica,CRI,Avoidable mortality,Deaths per 100 000 inhabitants,2012,233.1
3173,Costa Rica,CRI,Avoidable mortality,Deaths per 100 000 inhabitants,2013,228.3
3174,Costa Rica,CRI,Avoidable mortality,Deaths per 100 000 inhabitants,2014,228.3
3175,Costa Rica,CRI,Avoidable mortality,Deaths per 100 000 inhabitants,2015,231.6
3176,Costa Rica,CRI,Avoidable mortality,Deaths per 100 000 inhabitants,2016,236.1
3177,Costa Rica,CRI,Avoidable mortality,Deaths per 100 000 inhabitants,2000,312.7
3178,Costa Rica,CRI,Avoidable mortality,Deaths per 100 000 inhabitants,2001,308.0
3179,Costa Rica,CRI,Avoidable mortality,Deaths per 100 000 inhabitants,2002,280.5
3180,Costa Rica,CRI,Avoidable mortality,Deaths per 100 000 inhabitants,2003,296.3
3181,Costa Rica,CRI,Avoidable mortality,Deaths per 100 000 inhabitants,2004,288.0
3182,France,FRA,Preventable mortality,Deaths,2000,88851.0
3183,France,FRA,Preventable mortality,Deaths,2001,87431.5
3184,France,FRA,Preventable mortality,Deaths,2012,75458.0
3185,France,FRA,Preventable mortality,Deaths,2013,74405.5
3186,France,FRA,Preventable mortality,Deaths,2014,73643.5
3187,France,FRA,Preventable mortality,Deaths,2015,75500.5
3188,France,FRA,Preventable mortality,Deaths,2002,86456.5
3189,France,FRA,Preventable mortality,Deaths,2003,85283.0
3190,France,FRA,Preventable mortality,Deaths,2004,81681.5
3191,France,FRA,Preventable mortality,Deaths,2005,81738.5
3192,France,FRA,Preventable mortality,Deaths,2006,79876.5
3193,France,FRA,Preventable mortality,Deaths,2007,78670.0
3194,France,FRA,Preventable mortality,Deaths,2008,78239.5
3195,France,FRA,Preventable mortality,Deaths,2009,78378.5
3196,France,FRA,Preventable mortality,Deaths,2010,77236.0
3197,France,FRA,Preventable mortality,Deaths,2011,77292.5
3198,France,FRA,Preventable mortality,Deaths,2017,74518.0
3199,France,FRA,Preventable mortality,Deaths,2018,74654.5
3200,France,FRA,Preventable mortality,Deaths,2016,75091.5
3201,France,FRA,Preventable mortality,Deaths,2019,74153.5
3202,France,FRA,Preventable mortality,Deaths,2020,86213.5
3203,Slovenia,SVN,Preventable mortality,Deaths,2008,3971.0
3204,Slovenia,SVN,Preventable mortality,Deaths,2009,3864.0
3205,Slovenia,SVN,Preventable mortality,Deaths,2020,4063.0
3206,Slovenia,SVN,Preventable mortality,Deaths,2001,4733.5
3207,Slovenia,SVN,Preventable mortality,Deaths,2002,4575.5
3208,Slovenia,SVN,Preventable mortality,Deaths,2000,4778.5
3209,Slovenia,SVN,Preventable mortality,Deaths,2010,3734.0
3210,Slovenia,SVN,Preventable mortality,Deaths,2011,3640.5
3211,Slovenia,SVN,Preventable mortality,Deaths,2012,3679.0
3212,Slovenia,SVN,Preventable mortality,Deaths,2013,3588.5
3213,Slovenia,SVN,Preventable mortality,Deaths,2014,3413.0
3214,Slovenia,SVN,Preventable mortality,Deaths,2015,3517.0
3215,Slovenia,SVN,Preventable mortality,Deaths,2016,3476.0
3216,Slovenia,SVN,Preventable mortality,Deaths,2017,3512.0
3217,Slovenia,SVN,Preventable mortality,Deaths,2018,3414.0
3218,Slovenia,SVN,Preventable mortality,Deaths,2019,3429.0
3219,Slovenia,SVN,Preventable mortality,Deaths,2003,4566.5
3220,Slovenia,SVN,Preventable mortality,Deaths,2004,4280.5
3221,Slovenia,SVN,Preventable mortality,Deaths,2005,4055.0
3222,Slovenia,SVN,Preventable mortality,Deaths,2006,4006.5
3223,Slovenia,SVN,Preventable mortality,Deaths,2007,4079.0
3224,Israel,ISR,Treatable mortality,Deaths per 100 000 inhabitants,2003,98.0
3225,Israel,ISR,Treatable mortality,Deaths per 100 000 inhabitants,2004,95.3
3226,Israel,ISR,Treatable mortality,Deaths per 100 000 inhabitants,2015,70.0
3227,Israel,ISR,Treatable mortality,Deaths per 100 000 inhabitants,2016,66.9
3228,Israel,ISR,Treatable mortality,Deaths per 100 000 inhabitants,2017,63.2
3229,Israel,ISR,Treatable mortality,Deaths per 100 000 inhabitants,2018,61.1
3230,Israel,ISR,Treatable mortality,Deaths per 100 000 inhabitants,2005,93.9
3231,Israel,ISR,Treatable mortality,Deaths per 100 000 inhabitants,2006,89.3
3232,Israel,ISR,Treatable mortality,Deaths per 100 000 inhabitants,2007,88.0
3233,Israel,ISR,Treatable mortality,Deaths per 100 000 inhabitants,2008,83.2
