Country,Country_code,Measure,Domain,Unit_of_measure,Age,Year,Well-being_values
Czechia,CZE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2004,81.380812994
Czechia,CZE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2005,81.981328940
Czechia,CZE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2006,82.549570100
Czechia,CZE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2007,83.457204434
Czechia,CZE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2008,83.842311034
Czechia,CZE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2009,82.478
Czechia,CZE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2010,82.165
Czechia,CZE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2011,82.772
Czechia,CZE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2012,82.938
Czechia,CZE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2013,83.514
Czechia,CZE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2014,83.802
Czechia,CZE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2015,84.5
Czechia,CZE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2016,85.735
Czechia,CZE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2017,86.687
Czechia,CZE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2018,87.465
Czechia,CZE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2019,87.431
Czechia,CZE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2020,86.535
Czechia,CZE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2021,86.347
Czechia,CZE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2022,87.4
Czechia,CZE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2023,87.928
Poland,POL,Job strain,Work and job quality,Percentage of employees in the same subgroup,Young,2005,46.772815704
Poland,POL,Job strain,Work and job quality,Percentage of employees in the same subgroup,Young,2010,30.086544037
Poland,POL,Job strain,Work and job quality,Percentage of employees in the same subgroup,Young,2015,28.990102768
Estonia,EST,Job strain,Work and job quality,Percentage of employees in the same subgroup,Young,2005,30.109798431
Estonia,EST,Job strain,Work and job quality,Percentage of employees in the same subgroup,Young,2010,33.153064728
Estonia,EST,Job strain,Work and job quality,Percentage of employees in the same subgroup,Young,2015,25.720699310
Spain,ESP,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2004,5.09
Spain,ESP,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2005,7.6
Spain,ESP,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2006,6.39
Spain,ESP,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2007,5.47
Spain,ESP,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2008,5.18
Spain,ESP,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2009,4.77
Spain,ESP,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2010,3.88
Spain,ESP,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2011,3.24
Spain,ESP,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2012,3.37
Spain,ESP,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2013,3.27
Spain,ESP,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2014,3.27
Spain,ESP,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2015,3.09
Spain,ESP,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2016,2.87
Spain,ESP,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2017,1.97
Spain,ESP,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2018,2.17
Spain,ESP,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2019,1.83
Spain,ESP,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2020,1.29
Spain,ESP,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2021,1.49
Spain,ESP,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2022,1.62
Greece,GRC,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2004,86.9
Greece,GRC,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2005,86.05
Greece,GRC,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2006,85.4
Greece,GRC,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2007,85.25
Greece,GRC,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2008,84.05
Greece,GRC,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2009,84.6
Greece,GRC,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2010,85.35
Greece,GRC,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2011,85.7
Greece,GRC,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2012,84.75
Greece,GRC,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2013,85
Greece,GRC,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2014,83.95
Greece,GRC,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2015,85
Greece,GRC,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2016,76.7
Greece,GRC,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2017,77.8
Greece,GRC,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2018,80.6
Greece,GRC,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2019,84.3
Greece,GRC,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2020,83.6
Greece,GRC,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2021,84.1
Greece,GRC,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2022,84.8
Lithuania,LTU,Adult numeracy skills,Knowledge and skills,Points,Young,2014,281.39894
Australia,AUS,Having a say in government,Civic engagement,Percentage of population aged 16-65 in the same subgroup,Young,2012,28.25349405
Australia,AUS,Having a say in government,Civic engagement,Percentage of population aged 16-65 in the same subgroup,Young,2021,35.433414
Spain,ESP,Adult numeracy skills,Knowledge and skills,Points,Young,2012,255.15036
Denmark,DNK,Adult numeracy skills,Knowledge and skills,Points,Young,2012,273.092
Finland,FIN,Time off,Work-life balance,Hours per day,Young,2009,15.660184
Czechia,CZE,Satisfaction with personal relationships,Social connections,0-10 scale,Young,2013,8.132293943
Czechia,CZE,Satisfaction with personal relationships,Social connections,0-10 scale,Young,2018,8.432589746
Czechia,CZE,Satisfaction with personal relationships,Social connections,0-10 scale,Young,2022,8.152140946
France,FRA,Time spent in social interactions,Social connections,Hours per week,Young,2009,8.8821018
Germany,DEU,Life satisfaction,Subjective well-being,0-10 scale,Young,2013,7.543685235
Germany,DEU,Life satisfaction,Subjective well-being,0-10 scale,Young,2018,7.657582768
Germany,DEU,Life satisfaction,Subjective well-being,0-10 scale,Young,2021,7.465172220
Germany,DEU,Life satisfaction,Subjective well-being,0-10 scale,Young,2022,6.709279767
Germany,DEU,Life satisfaction,Subjective well-being,0-10 scale,Young,2023,7.2
United Kingdom,GBR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2010,94.50627565
United Kingdom,GBR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2011,94.50627565
United Kingdom,GBR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2012,94.50627565
United Kingdom,GBR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2014,94.50627565
United Kingdom,GBR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2015,94.50627565
United Kingdom,GBR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2016,94.50627565
United Kingdom,GBR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2017,94.50627565
United Kingdom,GBR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2018,94.50627565
United Kingdom,GBR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2019,94.50627565
United Kingdom,GBR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2020,94.50627565
United Kingdom,GBR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2021,94.50627565
United Kingdom,GBR,Voter turnout,Civic engagement,Percentage of votes in the same subgroup,Young,2013,64.339462280
United Kingdom,GBR,Voter turnout,Civic engagement,Percentage of votes in the same subgroup,Young,2019,5.53
Lithuania,LTU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2010,7.598470151
Lithuania,LTU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2011,7.598470151
Lithuania,LTU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2012,7.598470151
Lithuania,LTU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2013,7.598470151
Lithuania,LTU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2014,7.598470151
Lithuania,LTU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2015,7.598470151
Lithuania,LTU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2016,7.598470151
Lithuania,LTU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2017,7.598470151
Lithuania,LTU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2018,7.598470151
Lithuania,LTU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2019,7.598470151
Lithuania,LTU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2020,7.598470151
Lithuania,LTU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2021,7.598470151
Iceland,ISL,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2012,88.00862432
Iceland,ISL,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2013,88.00862432
Iceland,ISL,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2015,88.00862432
Iceland,ISL,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2016,88.00862432
Iceland,ISL,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2017,88.00862432
Iceland,ISL,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2019,88.00862432
Iceland,ISL,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2020,88.00862432
Iceland,ISL,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2021,88.00862432
Iceland,ISL,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2022,88.00862432
Netherlands,NLD,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2010,9.848256409
Netherlands,NLD,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2011,9.848256409
Netherlands,NLD,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2012,9.848256409
Netherlands,NLD,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2013,9.848256409
Netherlands,NLD,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2014,9.848256409
Netherlands,NLD,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2015,9.848256409
Netherlands,NLD,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2016,9.848256409
Netherlands,NLD,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2017,9.848256409
Netherlands,NLD,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2018,9.848256409
Netherlands,NLD,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2019,9.848256409
Netherlands,NLD,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2020,9.848256409
Netherlands,NLD,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2021,9.848256409
Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2010,84.57731009
Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2011,84.57731009
Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2012,84.57731009
Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2013,84.57731009
Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2014,84.57731009
Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2015,84.57731009
Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2016,84.57731009
Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2017,84.57731009
Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2018,84.57731009
Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2019,84.57731009
Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2020,84.57731009
Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2021,84.57731009
Chile,CHL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2022,84.57731009
Estonia,EST,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2011,74.14316535
Estonia,EST,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2012,74.14316535
Estonia,EST,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2013,74.14316535
Estonia,EST,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2014,74.14316535
Estonia,EST,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2015,74.14316535
Estonia,EST,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2016,74.14316535
Estonia,EST,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2017,74.14316535
Estonia,EST,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2018,74.14316535
Estonia,EST,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2019,74.14316535
Estonia,EST,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2020,74.14316535
Estonia,EST,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2021,74.14316535
Estonia,EST,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2022,74.14316535
Israel,ISR,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2010,71.05286121
Israel,ISR,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2011,71.05286121
Israel,ISR,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2012,71.05286121
Israel,ISR,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2013,71.05286121
Israel,ISR,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2014,71.05286121
Israel,ISR,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2015,71.05286121
Israel,ISR,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2016,71.05286121
Israel,ISR,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2017,71.05286121
Israel,ISR,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2018,71.05286121
Israel,ISR,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2019,71.05286121
Israel,ISR,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2020,71.05286121
Israel,ISR,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2021,71.05286121
Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2004,8.73
Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2005,8.58
Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2006,7.69
Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2007,7.93
Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2008,8.3
Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2009,6.83
Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2010,6.14
Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2011,5.66
Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2012,5.79
Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2013,5.74
Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2014,5.67
Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2015,5.5
Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2016,4.74
Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2017,4.76
Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2018,4.41
Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2019,4.26
Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2020,4.23
Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2021,4.29
Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2022,3.46
Norway,NOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2004,0.555639052
Norway,NOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2005,0.647267033
Norway,NOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2006,0.954152359
Norway,NOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2007,0.597859736
Norway,NOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2008,0.362517755
Norway,NOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2009,0.659493205
Norway,NOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2010,1.022647907
Norway,NOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2011,1.024506378
Norway,NOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2012,0.756837580
Norway,NOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2013,1.005358054
Norway,NOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2014,0.932968001
Norway,NOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2015,1.023943399
Norway,NOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2016,1.857453574
Norway,NOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2017,1.813882596
Norway,NOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2018,1.154430357
Norway,NOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2019,0.930766424
Norway,NOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2020,1.167032289
Norway,NOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2021,1.022771666
Norway,NOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2022,0.649188216
Greece,GRC,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2004,12.575391366
Greece,GRC,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2005,11.613165337
Greece,GRC,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2006,11.953665695
Greece,GRC,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2007,9.393265426
Greece,GRC,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2008,7.832816140
Greece,GRC,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2009,7.925893776
Greece,GRC,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2010,11.676788400
Greece,GRC,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2011,18.887334004
Greece,GRC,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2012,27.091136349
Greece,GRC,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2013,30.296152043
Greece,GRC,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2014,31.500321234
Greece,GRC,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2015,27.950755646
Greece,GRC,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2016,25.310874868
Greece,GRC,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2017,23.648488698
Greece,GRC,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2018,21.320331573
Greece,GRC,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2019,19.147554939
Greece,GRC,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2020,19.318842606
Greece,GRC,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2021,15.613198843
Greece,GRC,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2022,13.533823239
Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2004,62.162854208
Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2005,63.288015979
Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2006,63.698749828
Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2007,64.132833010
Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2008,64.509419403
Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2009,61.18
Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2010,60.52
Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2011,60.386
Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2012,59.599
Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2013,58.656
Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2014,57.703
Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2015,58.446
Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2016,58.342
Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2017,58.466
Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2018,59.835
Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2019,60.124
Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2020,56.779
Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2021,60.836
Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2022,65.715
Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2023,65.076
Israel,ISR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2004,23.9
Israel,ISR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2005,23.85
Israel,ISR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2006,23.6
Israel,ISR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2007,24.7
Israel,ISR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2008,22.96
Israel,ISR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2009,20.52
Israel,ISR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2010,20.71
Israel,ISR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2011,19.09
Israel,ISR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2012,22.03
Israel,ISR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2013,18.91
Israel,ISR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2014,17.18
Israel,ISR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2015,17.35
Israel,ISR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2016,17.44
Israel,ISR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2017,18.19
Israel,ISR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2018,18.51
