,REF_AREA,Reference area,CHEM_COMP,Pollutant,Measure,Unit of measure,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2
5885,NZL,New Zealand,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2003,175.2607,A,Normal value,,
5886,NZL,New Zealand,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2004,179.56,A,Normal value,,
5887,NZL,New Zealand,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2005,178.7198,A,Normal value,,
5888,NZL,New Zealand,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2006,179.9648,A,Normal value,,
5889,NZL,New Zealand,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2007,182.2736,A,Normal value,,
5890,NZL,New Zealand,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2008,181.2347,A,Normal value,,
5891,NZL,New Zealand,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2009,179.2171,A,Normal value,,
5892,NZL,New Zealand,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2010,180.5886,A,Normal value,,
5893,NZL,New Zealand,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2011,179.9281,A,Normal value,,
5894,NZL,New Zealand,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2012,178.6948,A,Normal value,,
5895,NZL,New Zealand,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2013,178.7504,A,Normal value,,
5896,NZL,New Zealand,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2014,179.8103,A,Normal value,,
5897,NZL,New Zealand,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2015,184.1037,A,Normal value,,
5898,NZL,New Zealand,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2016,187.1619,A,Normal value,,
5899,NZL,New Zealand,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2017,190.7404,A,Normal value,,
5900,NZL,New Zealand,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2018,189.867,A,Normal value,,
5901,NZL,New Zealand,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2019,191.1278,A,Normal value,,
5902,NZL,New Zealand,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2020,176.2858,A,Normal value,,
5903,NZL,New Zealand,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2021,178.7691,A,Normal value,,
5904,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1990,232.4489,A,Normal value,,
5905,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1991,222.5463,A,Normal value,,
5906,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1992,216.8227,A,Normal value,,
5907,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1993,210.8146,A,Normal value,,
5908,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1994,209.2777,A,Normal value,,
5909,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1995,203.1465,A,Normal value,,
5910,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1996,196.567,A,Normal value,,
5911,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1997,196.8453,A,Normal value,,
5912,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1998,192.754,A,Normal value,,
5913,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1999,185.0793,A,Normal value,,
5914,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2000,177.2152,A,Normal value,,
5915,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2001,176.1989,A,Normal value,,
5916,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2002,168.2334,A,Normal value,,
5917,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2003,163.3653,A,Normal value,,
5918,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2004,158.1812,A,Normal value,,
5919,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2005,147.3713,A,Normal value,,
5920,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2006,141.4675,A,Normal value,,
5921,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2007,137.8527,A,Normal value,,
5922,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2008,121.9679,A,Normal value,,
5923,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2009,112.7249,A,Normal value,,
5924,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2010,113.2601,A,Normal value,,
5925,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2011,105.2654,A,Normal value,,
5926,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2012,101.4164,A,Normal value,,
5927,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2013,97.39777,A,Normal value,,
5928,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2014,95.28513,A,Normal value,,
5929,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2015,90.16954,A,Normal value,,
5930,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2016,89.94635,A,Normal value,,
5931,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2017,87.67519,A,Normal value,,
5932,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2018,85.95042,A,Normal value,,
5933,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2019,84.68884,A,Normal value,,
5934,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2020,84.50101,A,Normal value,,
5935,FIN,Finland,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2021,81.85527,A,Normal value,,
5936,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,1990,503.1624,A,Normal value,,
5937,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,1991,442.9468,A,Normal value,,
5938,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,1992,419.5169,A,Normal value,,
5939,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,1993,388.1767,A,Normal value,,
5940,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,1994,391.141,A,Normal value,,
5941,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,1995,383.7768,A,Normal value,,
5942,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,1996,362.3601,A,Normal value,,
5943,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,1997,365.8763,A,Normal value,,
5944,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,1998,374.7672,A,Normal value,,
5945,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,1999,370.2834,A,Normal value,,
5946,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,2000,357.8306,A,Normal value,,
5947,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,2001,345.8999,A,Normal value,,
5948,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,2002,338.9874,A,Normal value,,
5949,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,2003,324.6041,A,Normal value,,
5950,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,2004,314.5843,A,Normal value,,
5951,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,2005,332.3727,A,Normal value,,
5952,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,2006,336.1216,A,Normal value,,
5953,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,2007,342.2664,A,Normal value,,
5954,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,2008,329.4761,A,Normal value,,
5955,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,2009,316.6989,A,Normal value,,
5956,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,2010,307.179,A,Normal value,,
5957,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,2011,305.3833,A,Normal value,,
5958,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,2012,295.5951,A,Normal value,,
5959,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,2013,300.516,A,Normal value,,
5960,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,2014,295.6063,A,Normal value,,
5961,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,2015,295.1381,A,Normal value,,
5962,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,2016,296.0659,A,Normal value,,
5963,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,2017,309.7172,A,Normal value,,
5964,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,2018,320.5552,A,Normal value,,
5965,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,2019,307.0354,A,Normal value,,
5966,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,2020,315.6332,A,Normal value,,
5967,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,2021,298.1534,A,Normal value,,
5968,POL,Poland,NH3,Ammonia,Total man-made emissions,Tonnes,2022,277.1493,A,Normal value,,
5969,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1990,2919.004,A,Normal value,,
5970,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1991,2943.756,A,Normal value,,
5971,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1992,2873.454,A,Normal value,,
5972,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1993,2742.908,A,Normal value,,
5973,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1994,2587.238,A,Normal value,,
5974,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1995,2510.146,A,Normal value,,
5975,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1996,2460.143,A,Normal value,,
5976,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1997,2355.714,A,Normal value,,
5977,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1998,2309.572,A,Normal value,,
5978,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1999,2237.291,A,Normal value,,
5979,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2000,2148.364,A,Normal value,,
5980,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2001,2081.871,A,Normal value,,
5981,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2002,1968.636,A,Normal value,,
5982,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2003,1948.211,A,Normal value,,
5983,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2004,1855.728,A,Normal value,,
5984,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2005,1792.732,A,Normal value,,
5985,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2006,1721.424,A,Normal value,,
5986,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2007,1590.381,A,Normal value,,
5987,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2008,1510.084,A,Normal value,,
5988,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2009,1438.489,A,Normal value,,
5989,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2010,1456.13,A,Normal value,,
5990,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2011,1337.48,A,Normal value,,
5991,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2012,1295.798,A,Normal value,,
5992,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2013,1285.964,A,Normal value,,
5993,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2014,1232.45,A,Normal value,,
5994,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2015,1203.122,A,Normal value,,
5995,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2016,1195.039,A,Normal value,,
5996,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2017,1191.712,A,Normal value,,
5997,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2018,1152.242,A,Normal value,,
5998,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2019,1119.813,A,Normal value,,
5999,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2020,1079.832,A,Normal value,,
6000,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2021,1076.304,A,Normal value,,
6001,FRA,France,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2022,1064.833,A,Normal value,,
6002,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,1990,139.4506,A,Normal value,,
6003,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,1991,133.3831,A,Normal value,,
6004,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,1992,152.9038,A,Normal value,,
6005,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,1993,204.6741,A,Normal value,,
6006,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,1994,60.72099,A,Normal value,,
6007,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,1995,124.2569,A,Normal value,,
6008,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,1996,217.5903,A,Normal value,,
6009,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,1997,173.1489,A,Normal value,,
6010,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,1998,144.4733,A,Normal value,,
6011,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,1999,134.8959,A,Normal value,,
6012,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2000,123.1509,A,Normal value,,
6013,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2001,130.4324,A,Normal value,,
6014,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2002,131.1734,A,Normal value,,
6015,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2003,131.8055,A,Normal value,,
6016,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2004,129.4378,A,Normal value,,
6017,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2005,85.49323,A,Normal value,,
6018,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2006,89.75184,A,Normal value,,
6019,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2007,101.5001,A,Normal value,,
6020,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2008,93.88739,A,Normal value,,
6021,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2009,91.61899,A,Normal value,,
6022,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2010,89.07108,A,Normal value,,
6023,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2011,87.62389,A,Normal value,,
6024,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2012,90.53954,A,Normal value,,
6025,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2013,125.0199,A,Normal value,,
6026,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2014,137.3849,A,Normal value,,
6027,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2015,130.5117,A,Normal value,,
6028,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2016,140.0289,A,Normal value,,
6029,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2017,132.6582,A,Normal value,,
6030,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2018,113.7464,A,Normal value,,
6031,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2019,110.0313,A,Normal value,,
6032,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2020,103.7044,A,Normal value,,
6033,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2021,111.2839,A,Normal value,,
6034,GEO,Georgia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2022,111.7182,A,Normal value,,
6035,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1995,199.7133,A,Normal value,,
6036,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1996,187.6802,A,Normal value,,
6037,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1997,187.1239,A,Normal value,,
6038,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1998,176.9231,A,Normal value,,
6039,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1999,172.2162,A,Normal value,,
6040,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2000,163.8531,A,Normal value,,
6041,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2001,157.9034,A,Normal value,,
6042,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2002,151.4553,A,Normal value,,
6043,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2003,144.1358,A,Normal value,,
6044,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2004,138.355,A,Normal value,,
6045,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2005,133.2671,A,Normal value,,
6046,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2006,133.9872,A,Normal value,,
6047,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2007,127.3207,A,Normal value,,
6048,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2008,123.9111,A,Normal value,,
6049,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2009,111.5606,A,Normal value,,
6050,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2010,117.7342,A,Normal value,,
6051,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2011,112.6503,A,Normal value,,
6052,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2012,111.3634,A,Normal value,,
6053,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2013,109.7112,A,Normal value,,
6054,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2014,102.022,A,Normal value,,
6055,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2015,100.897,A,Normal value,,
6056,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2016,95.26353,A,Normal value,,
6057,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2017,94.00742,A,Normal value,,
6058,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2018,93.51733,A,Normal value,,
6059,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2019,88.73087,A,Normal value,,
6060,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2020,80.74897,A,Normal value,,
6061,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2021,82.94625,A,Normal value,,
6062,DEU,Germany,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2022,84.24016,A,Normal value,,
6063,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1990,56.41988,A,Normal value,,
6064,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1991,55.0167,A,Normal value,,
6065,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1992,52.75612,A,Normal value,,
6066,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1993,50.45123,A,Normal value,,
6067,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1994,47.0225,A,Normal value,,
6068,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1995,44.55755,A,Normal value,,
6069,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1996,42.99702,A,Normal value,,
6070,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1997,39.04839,A,Normal value,,
6071,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1998,36.09058,A,Normal value,,
6072,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1999,35.27113,A,Normal value,,
6073,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2000,34.23663,A,Normal value,,
6074,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2001,32.93571,A,Normal value,,
6075,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2002,30.9124,A,Normal value,,
6076,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2003,30.28347,A,Normal value,,
6077,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2004,29.9226,A,Normal value,,
6078,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2005,27.90966,A,Normal value,,
6079,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2006,27.19435,A,Normal value,,
6080,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2007,25.31757,A,Normal value,,
6081,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2008,23.78341,A,Normal value,,
6082,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2009,21.63874,A,Normal value,,
6083,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2010,21.73426,A,Normal value,,
6084,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2011,19.91376,A,Normal value,,
6085,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2012,18.77248,A,Normal value,,
6086,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2013,18.73395,A,Normal value,,
6087,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2014,17.36511,A,Normal value,,
6088,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2015,17.38363,A,Normal value,,
6089,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2016,16.96283,A,Normal value,,
6090,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2017,16.43407,A,Normal value,,
6091,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2018,16.07199,A,Normal value,,
6092,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2019,15.30477,A,Normal value,,
6093,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2020,14.04928,A,Normal value,,
6094,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2021,14.13347,A,Normal value,,
6095,NLD,Netherlands,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2022,13.90931,A,Normal value,,
6096,ESP,Spain,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1990,,A,Normal value,,
6097,ESP,Spain,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1991,,A,Normal value,,
6098,ESP,Spain,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1992,,A,Normal value,,
6099,ESP,Spain,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1993,,A,Normal value,,
6100,ESP,Spain,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1994,,A,Normal value,,
6101,ESP,Spain,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1995,,A,Normal value,,
6102,ESP,Spain,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1996,,A,Normal value,,
6103,ESP,Spain,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1997,,A,Normal value,,
6104,ESP,Spain,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1998,,A,Normal value,,
6105,ESP,Spain,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1999,,A,Normal value,,
6106,ESP,Spain,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2000,187.2438,A,Normal value,,
6107,ESP,Spain,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2001,180.0627,A,Normal value,,
6108,ESP,Spain,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2002,173.9326,A,Normal value,,
6109,ESP,Spain,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2003,189.545,A,Normal value,,
6110,ESP,Spain,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2004,174.6431,A,Normal value,,
6111,ESP,Spain,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2005,168.5843,A,Normal value,,
6112,ESP,Spain,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2006,172.5397,A,Normal value,,
6113,ESP,Spain,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2007,172.9741,A,Normal value,,
6114,ESP,Spain,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2008,158.7412,A,Normal value,,
6115,ESP,Spain,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2009,165.196,A,Normal value,,
6116,ESP,Spain,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2010,162.1596,A,Normal value,,
6117,ESP,Spain,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2011,164.9819,A,Normal value,,
6118,ESP,Spain,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2012,144.7914,A,Normal value,,
