,REF_AREA,Reference area,Measure,Unit of measure,Age,Health status,TIME_PERIOD,OBS_VALUE
711,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,86.8
712,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,86.8
713,GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2003,98.3
714,GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,98.7
715,GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,98.7
716,GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,98.1
717,GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,98.3
718,GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,98.2
719,GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,98.6
720,GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,98.4
721,GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,98.5
722,GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,98.6
723,GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,98.7
724,GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,97.6
725,GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,98.2
726,GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,97.9
727,GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,98.0
728,GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,97.7
729,GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,98.0
730,GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,97.7
731,GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,98.0
732,GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,98.0
733,GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,97.9
734,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1982,95.7
735,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1983,95.8
736,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1984,95.7
737,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1985,96.3
738,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1986,96.5
739,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1987,96.2
740,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1988,96.0
741,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1989,96.0
742,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1990,96.3
743,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1991,95.9
744,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1992,95.8
745,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1993,95.9
746,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1994,95.5
747,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1995,95.4
748,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1996,95.5
749,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1997,96.0
750,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1998,95.8
751,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1999,96.2
752,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2000,96.8
753,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2001,96.7
754,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2002,96.4
755,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2003,96.2
756,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,96.4
757,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,96.7
758,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,96.3
759,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,96.7
760,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,96.0
761,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,96.4
762,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,96.1
763,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,95.8
764,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,96.2
765,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,96.4
766,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,96.3
767,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,96.2
768,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,96.1
769,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,95.9
770,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,96.1
771,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,93.5
772,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,96.3
773,USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,95.9
774,NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1997,90.8
775,NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2003,91.6
776,NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,91.2
777,NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,90.2
778,NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,90.2
779,NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,93.1
780,NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,90.1
781,NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2016,87.9
782,NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2017,89.2
783,NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2018,87.3
784,NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2019,87.2
785,NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2020,87.3
786,NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2021,88.8
787,NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2022,88.4
788,LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,72.1
789,LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,79.7
790,LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,82.7
791,LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,82.1
792,LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,82.9
793,LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,86.0
794,LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,86.4
795,LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,85.7
796,LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,83.9
797,LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,86.3
798,LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,87.8
799,LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,87.5
800,LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,85.5
801,LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,84.9
802,LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,87.0
803,LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,89.4
804,LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,88.9
805,LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,90.3
806,LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,86.2
807,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1980,83.6
808,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1981,85.1
809,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1982,84.4
810,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1983,85.4
811,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1984,82.1
812,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1985,82.3
813,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1986,82.1
814,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1987,83.0
815,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1988,80.3
816,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1989,81.0
817,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1990,83.3
818,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1991,83.1
819,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1992,83.3
820,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1993,89.4
821,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1994,89.3
822,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1995,88.1
823,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1996,78.7
824,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1997,81.1
825,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1998,80.5
826,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1999,82.6
827,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2000,79.5
828,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2001,79.9
829,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2002,81.9
830,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2003,78.2
831,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,91.1
832,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,91.3
833,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,88.9
834,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,93.1
835,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,91.0
836,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,91.4
837,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,91.2
838,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,89.1
839,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,86.4
840,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,84.2
841,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,92.7
842,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,87.7
843,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,89.9
844,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,86.5
845,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,84.8
846,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,83.8
847,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,81.3
848,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,85.1
849,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,82.6
850,FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,85.0
851,NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1995,89.7
852,NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1998,87.3
853,NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2002,87.3
854,NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,81.6
855,NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,83.5
856,NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,84.3
857,NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,83.8
858,NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,83.1
859,NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,82.6
860,NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,82.3
861,NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,79.8
862,NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,83.8
863,NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,83.0
864,NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,85.6
865,NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,85.0
866,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2000,76.5
867,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2003,80.4
868,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,86.2
869,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,89.0
870,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,88.7
871,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,93.2
872,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,93.7
873,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,93.0
874,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,93.6
875,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,93.9
876,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,92.9
877,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,93.8
878,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,93.3
879,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,93.1
880,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,93.0
881,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,95.0
882,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,94.5
883,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,93.2
884,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,93.7
885,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,94.5
886,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,95.6
887,JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1980,38.9
888,JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1984,48.1
889,JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1986,42.3
890,JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1989,48.1
891,JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1992,51.8
892,JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1995,54.8
893,JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1998,48.2
894,JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2001,45.8
895,JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,46.8
896,JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,41.9
897,JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,38.6
898,JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,42.5
899,JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2016,42.6
900,JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2019,43.8
901,JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2022,46.1
902,EST,Estonia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,67.8
903,EST,Estonia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,73.9
904,EST,Estonia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,74.8
905,EST,Estonia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,75.5
906,EST,Estonia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,79.5
907,EST,Estonia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,76.4
908,EST,Estonia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,77.6
909,EST,Estonia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,77.7
910,EST,Estonia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,80.0
911,EST,Estonia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,79.4
912,EST,Estonia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,80.2
913,EST,Estonia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,79.4
914,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1992,91.5
915,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1997,91.2
916,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2002,92.9
917,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,92.9
918,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,92.8
919,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,90.7
920,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,92.6
921,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,91.9
922,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,93.3
923,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,90.6
924,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,88.1
925,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,90.3
926,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,89.8
927,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,93.0
928,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,93.4
929,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,94.3
930,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,93.5
931,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,92.5
932,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,91.0
933,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1993,85.9
934,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1996,86.7
935,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1999,78.3
936,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2002,91.1
937,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,93.0
938,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,93.4
939,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,93.4
940,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,94.7
941,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,94.9
942,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,95.7
943,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,93.6
944,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,95.4
945,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,94.8
946,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,95.1
947,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,94.7
948,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,95.2
949,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,94.1
950,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,96.7
951,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,95.4
952,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,93.5
953,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,95.3
954,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,93.6
955,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,94.4
956,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1991,86.2
957,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1992,88.1
958,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1993,85.4
959,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1994,85.3
960,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1995,85.4
961,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1996,85.2
962,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1997,83.5
963,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1998,83.0
964,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1999,84.0
965,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2000,82.7
966,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2001,84.5
967,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2002,83.3
968,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2003,83.4
969,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,84.1
970,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,84.3
971,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,86.1
972,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,86.5
973,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,89.0
974,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,88.5
975,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,88.4
976,GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,86.4
