,Country,Country_code,Measure,Domain,Unit_of_measure,Age,Year,Well-being_values
6250,Ireland,IRL,Adult numeracy skills,Knowledge and skills,Points,Middle-aged,2012,263.05245
6251,Chile,CHL,Adult numeracy skills,Knowledge and skills,Points,Middle-aged,2014,217.59701
6252,Czechia,CZE,Adult numeracy skills,Knowledge and skills,Points,Young,2012,277.99
6253,New Zealand,NZL,Having a say in government,Civic engagement,Percentage of population aged 16-65 in the same subgroup,Young,2014,31.64727369
6254,New Zealand,NZL,Having a say in government,Civic engagement,Percentage of population aged 16-65 in the same subgroup,Young,2021,38.09065
6255,Israel,ISR,Adult literacy skills,Knowledge and skills,Points,Young,2014,262.44395
6256,Estonia,EST,Adult literacy skills,Knowledge and skills,Points,Young,2012,287.06948
6257,Austria,AUT,Adult literacy skills,Knowledge and skills,Points,Middle-aged,2012,277.222106934
6258,Hungary,HUN,Having a say in government,Civic engagement,Percentage of population aged 16-65 in the same subgroup,Middle-aged,2017,25.58577087
6259,Latvia,LVA,Satisfaction with personal relationships,Social connections,0-10 scale,Middle-aged,2013,8.091100219
6260,Latvia,LVA,Satisfaction with personal relationships,Social connections,0-10 scale,Middle-aged,2018,7.823198009
6261,Latvia,LVA,Satisfaction with personal relationships,Social connections,0-10 scale,Middle-aged,2022,7.944418685
6262,Czechia,CZE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2010,94.59533095
6263,Czechia,CZE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2011,94.59533095
6264,Czechia,CZE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2012,94.59533095
6265,Czechia,CZE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2013,94.59533095
6266,Czechia,CZE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2014,94.59533095
6267,Czechia,CZE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2015,94.59533095
6268,Czechia,CZE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2016,94.59533095
6269,Czechia,CZE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2017,94.59533095
6270,Czechia,CZE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2018,94.59533095
6271,Czechia,CZE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2020,94.59533095
6272,Czechia,CZE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2021,94.59533095
6273,Czechia,CZE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2022,94.59533095
6274,Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2010,50.25494695
6275,Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2011,50.25494695
6276,Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2012,50.25494695
6277,Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2013,50.25494695
6278,Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2014,50.25494695
6279,Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2015,50.25494695
6280,Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2016,50.25494695
6281,Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2017,50.25494695
6282,Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2018,50.25494695
6283,Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2019,50.25494695
6284,Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2020,50.25494695
6285,Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2021,50.25494695
6286,Costa Rica,CRI,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2022,50.25494695
6287,Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2010,96.21012211
6288,Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2011,96.21012211
6289,Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2012,96.21012211
6290,Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2013,96.21012211
6291,Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2014,96.21012211
6292,Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2015,96.21012211
6293,Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2016,96.21012211
6294,Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2017,96.21012211
6295,Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2018,96.21012211
6296,Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2019,96.21012211
6297,Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2020,96.21012211
6298,Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2021,96.21012211
6299,Finland,FIN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2022,96.21012211
6300,Germany,DEU,Voter turnout,Civic engagement,Percentage of votes in the same subgroup,Middle-aged,2017,88.6624
6301,Chile,CHL,Voter turnout,Civic engagement,Percentage of votes in the same subgroup,Middle-aged,2017,48.698545
6302,Chile,CHL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2010,15.38523138
6303,Chile,CHL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2011,15.38523138
6304,Chile,CHL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2012,15.38523138
6305,Chile,CHL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2013,15.38523138
6306,Chile,CHL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2014,15.38523138
6307,Chile,CHL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2015,15.38523138
6308,Chile,CHL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2016,15.38523138
6309,Chile,CHL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2017,15.38523138
6310,Chile,CHL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2018,15.38523138
6311,Chile,CHL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2019,15.38523138
6312,Chile,CHL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2020,15.38523138
6313,Chile,CHL,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2021,15.38523138
6314,Chile,CHL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2011,15.94056797
6315,Chile,CHL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2012,15.980963707
6316,Chile,CHL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2013,13.034026146
6317,Chile,CHL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2014,13.464877129
6318,Chile,CHL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2015,14.397220612
6319,Chile,CHL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2016,13.903580666
6320,Israel,ISR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2004,2.589482244
6321,Israel,ISR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2005,2.051179449
6322,Israel,ISR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2006,2.70513508
6323,Israel,ISR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2007,2.1487641
6324,Israel,ISR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2008,1.470393071
6325,Israel,ISR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2009,2.003548943
6326,Israel,ISR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2010,1.68694509
6327,Israel,ISR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2011,1.040443054
6328,Israel,ISR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2012,1.084909671
6329,Israel,ISR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2013,0.660433876
6330,Israel,ISR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2014,0.525462257
6331,Israel,ISR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2015,0.45082555
6332,Israel,ISR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2016,0.452682792
6333,Israel,ISR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2017,0.394203053
6334,Israel,ISR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2018,0.313973328
6335,Israel,ISR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2019,0.242623554
6336,Israel,ISR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2020,0.200012247
6337,Israel,ISR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2021,0.340161538
6338,Israel,ISR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2022,0.252162616
6339,Sweden,SWE,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2004,1.47
6340,Sweden,SWE,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2005,1.28
6341,Sweden,SWE,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2006,1.14
6342,Sweden,SWE,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2007,1.04
6343,Sweden,SWE,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2008,1.05
6344,Sweden,SWE,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2009,1.15
6345,Sweden,SWE,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2010,1.27
6346,Sweden,SWE,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2011,1.19
6347,Sweden,SWE,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2012,1.14
6348,Sweden,SWE,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2013,1.15
6349,Sweden,SWE,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2014,1.09
6350,Sweden,SWE,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2015,1.14
6351,Sweden,SWE,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2016,1.11
6352,Sweden,SWE,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2017,1.11
6353,Sweden,SWE,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2018,0.96
6354,Sweden,SWE,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2019,0.82
6355,Sweden,SWE,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2020,0.82
6356,Sweden,SWE,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2021,6.32
6357,Sweden,SWE,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2022,6.19
6358,Netherlands,NLD,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2007,1.920456767
6359,Netherlands,NLD,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2008,2.667994261
6360,Netherlands,NLD,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2009,3.573707819
6361,Netherlands,NLD,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2010,2.899038315
6362,Netherlands,NLD,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2011,2.524763346
6363,Netherlands,NLD,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2012,4.056839466
6364,Netherlands,NLD,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2013,4.85308218
6365,Netherlands,NLD,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2014,3.041660309
6366,Netherlands,NLD,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2015,2.734838963
6367,Netherlands,NLD,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2016,1.992636681
6368,Spain,ESP,Having a say in government,Civic engagement,Percentage of population aged 16-65 in the same subgroup,Middle-aged,2012,23.4090454
6369,Finland,FIN,Adult numeracy skills,Knowledge and skills,Points,Middle-aged,2012,297.39509
6370,Poland,POL,Satisfaction with personal relationships,Social connections,0-10 scale,Middle-aged,2013,7.891108053
6371,Poland,POL,Satisfaction with personal relationships,Social connections,0-10 scale,Middle-aged,2018,8.209645974
6372,Poland,POL,Satisfaction with personal relationships,Social connections,0-10 scale,Middle-aged,2022,8.158542965
6373,Brazil,BRA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2010,92.19878912
6374,Brazil,BRA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2011,92.19878912
6375,Brazil,BRA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2012,92.19878912
6376,Brazil,BRA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2013,92.19878912
6377,Brazil,BRA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2014,92.19878912
6378,Brazil,BRA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2015,92.19878912
6379,Brazil,BRA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2016,92.19878912
6380,Brazil,BRA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2017,92.19878912
6381,Brazil,BRA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2018,92.19878912
6382,Brazil,BRA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2019,92.19878912
6383,Brazil,BRA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2020,92.19878912
6384,Brazil,BRA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2021,92.19878912
6385,Brazil,BRA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2022,92.19878912
6386,Spain,ESP,Time off,Work-life balance,Hours per day,Middle-aged,2009,15.4903
6387,Slovenia,SVN,Satisfaction with personal relationships,Social connections,0-10 scale,Middle-aged,2013,8.239587065
6388,Slovenia,SVN,Satisfaction with personal relationships,Social connections,0-10 scale,Middle-aged,2018,8.505509642
6389,Slovenia,SVN,Satisfaction with personal relationships,Social connections,0-10 scale,Middle-aged,2022,8.596147469
6390,Greece,GRC,Time spent in social interactions,Social connections,Hours per week,Young,2012,6.923826027
6391,Ireland,IRL,Time spent in social interactions,Social connections,Hours per week,Young,2005,8.0404608
6392,Australia,AUS,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2010,92.98662543
6393,Australia,AUS,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2011,92.98662543
6394,Australia,AUS,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2012,92.98662543
6395,Australia,AUS,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2013,92.98662543
6396,Australia,AUS,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2014,92.98662543
6397,Australia,AUS,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2015,92.98662543
6398,Australia,AUS,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2016,92.98662543
6399,Australia,AUS,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2017,92.98662543
6400,Australia,AUS,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2018,92.98662543
6401,Australia,AUS,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2019,92.98662543
6402,Australia,AUS,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2020,92.98662543
6403,Australia,AUS,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2021,92.98662543
6404,Australia,AUS,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2022,92.98662543
6405,France,FRA,Voter turnout,Civic engagement,Percentage of votes in the same subgroup,Middle-aged,2007,88.14
6406,France,FRA,Voter turnout,Civic engagement,Percentage of votes in the same subgroup,Middle-aged,2012,86.17
6407,France,FRA,Voter turnout,Civic engagement,Percentage of votes in the same subgroup,Middle-aged,2017,80.97
6408,France,FRA,Voter turnout,Civic engagement,Percentage of votes in the same subgroup,Middle-aged,2022,78.21
6409,Germany,DEU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2010,11.0494107
6410,Germany,DEU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2011,11.0494107
6411,Germany,DEU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2012,11.0494107
6412,Germany,DEU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2013,11.0494107
6413,Germany,DEU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2014,11.0494107
6414,Germany,DEU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2015,11.0494107
6415,Germany,DEU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2016,11.0494107
6416,Germany,DEU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2017,11.0494107
6417,Germany,DEU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2018,11.0494107
6418,Germany,DEU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2019,11.0494107
6419,Germany,DEU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2020,11.0494107
6420,Germany,DEU,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2021,11.0494107
6421,Estonia,EST,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2011,10.64434946
6422,Estonia,EST,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2012,10.64434946
6423,Estonia,EST,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2013,10.64434946
6424,Estonia,EST,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2014,10.64434946
6425,Estonia,EST,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2015,10.64434946
6426,Estonia,EST,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2016,10.64434946
6427,Estonia,EST,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2017,10.64434946
6428,Estonia,EST,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2018,10.64434946
6429,Estonia,EST,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2019,10.64434946
6430,Estonia,EST,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2020,10.64434946
6431,Estonia,EST,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2021,10.64434946
6432,Estonia,EST,Life satisfaction,Subjective well-being,0-10 scale,Young,2013,7.148487112
6433,Estonia,EST,Life satisfaction,Subjective well-being,0-10 scale,Young,2018,7.664206232
6434,Estonia,EST,Life satisfaction,Subjective well-being,0-10 scale,Young,2021,7.555227774
6435,Estonia,EST,Life satisfaction,Subjective well-being,0-10 scale,Young,2022,7.566870886
6436,Estonia,EST,Life satisfaction,Subjective well-being,0-10 scale,Young,2023,7.6
6437,Iceland,ISL,Job strain,Work and job quality,Percentage of employees in the same subgroup,Young,2015,30.968654633
6438,Costa Rica,CRI,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2010,8.66118148
6439,Costa Rica,CRI,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2011,8.66118148
6440,Costa Rica,CRI,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2012,8.66118148
6441,Costa Rica,CRI,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2013,8.66118148
6442,Costa Rica,CRI,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2014,8.66118148
6443,Costa Rica,CRI,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2015,8.66118148
6444,Costa Rica,CRI,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2016,8.66118148
6445,Costa Rica,CRI,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2017,8.66118148
6446,Costa Rica,CRI,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2018,8.66118148
6447,Costa Rica,CRI,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2019,8.66118148
6448,Costa Rica,CRI,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2020,8.66118148
6449,Costa Rica,CRI,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2021,8.66118148
6450,Slovak Republic,SVK,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2005,89.5
6451,Slovak Republic,SVK,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2006,89.9
6452,Slovak Republic,SVK,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2007,91.2
6453,Slovak Republic,SVK,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2008,93.7
6454,Slovak Republic,SVK,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2009,92.9
6455,Slovak Republic,SVK,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2010,95.2
6456,Slovak Republic,SVK,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2011,94.2
6457,Slovak Republic,SVK,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2012,95.1
6458,Slovak Republic,SVK,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2013,95.2
6459,Slovak Republic,SVK,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2014,95.3
6460,Slovak Republic,SVK,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2015,95.0
6461,Slovak Republic,SVK,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2016,94.9
6462,Slovak Republic,SVK,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2017,95.2
6463,Slovak Republic,SVK,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2018,95.0
6464,Slovak Republic,SVK,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2019,94.3
6465,Slovak Republic,SVK,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2020,95.2
6466,Slovak Republic,SVK,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2021,95.6
6467,Slovak Republic,SVK,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2022,97.2
6468,Lithuania,LTU,Satisfaction with time use,Work-life balance,0-10 scale,Middle-aged,2013,6.541363564
6469,Lithuania,LTU,Satisfaction with time use,Work-life balance,0-10 scale,Middle-aged,2018,5.872574924
6470,Lithuania,LTU,Satisfaction with time use,Work-life balance,0-10 scale,Middle-aged,2022,6.625442529
6471,United Kingdom,GBR,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2004,80.589098882
6472,United Kingdom,GBR,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2005,80.790977047
6473,United Kingdom,GBR,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2006,80.817258266
6474,United Kingdom,GBR,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2007,81.016057111
6475,United Kingdom,GBR,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2008,80.892925568
6476,United Kingdom,GBR,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2009,79.682
6477,United Kingdom,GBR,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2010,79.572
6478,United Kingdom,GBR,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2011,79.683
6479,United Kingdom,GBR,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2012,80.181
6480,United Kingdom,GBR,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2013,80.572
6481,United Kingdom,GBR,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2014,81.596
6482,United Kingdom,GBR,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2015,82.255
6483,United Kingdom,GBR,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2016,82.61
6484,United Kingdom,GBR,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2017,83.557
6485,United Kingdom,GBR,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2018,83.622
6486,United Kingdom,GBR,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2019,84.228
6487,United Kingdom,GBR,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2020,84.179
