,Country,Country_Code,Measure,Unit_of_measure,Sex,Age,Year,Retirement_values
8676,Malta,MLT,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2004,4.8
8677,Malta,MLT,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2022,30.1
8678,Malta,MLT,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2023,2.7
8679,Malta,MLT,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2024,2.6
8680,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,1990,60.7
8681,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,1991,60.8
8682,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,1992,60.9
8683,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,1993,61.0
8684,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,1994,61.1
8685,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,1995,60.9
8686,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,1996,60.8
8687,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,1997,61.5
8688,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,1998,61.8
8689,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,1999,61.7
8690,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,2000,62.2
8691,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,2001,60.4
8692,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,2002,61.9
8693,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,2003,60.9
8694,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,2004,59.6
8695,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,2005,56.6
8696,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,2006,58.8
8697,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,2007,58.2
8698,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,2008,61.5
8699,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,2009,59.4
8700,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,2010,60.8
8701,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,2011,60.0
8702,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,2012,60.6
8703,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,2013,61.6
8704,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,2014,62.4
8705,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,2015,62.2
8706,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,2016,61.0
8707,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,2017,62.6
8708,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,2018,63.3
8709,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,2019,64.7
8710,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,2020,62.3
8711,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,2021,62.1
8712,Malta,MLT,Effective labour market exit age,Years,Female,Not applicable,2022,62.7
8713,Romania,ROU,Employment rate,Percentage of population in the same age,Not applicable,From 60 to 64 years,2022,31.0
8714,European Union (27 countries),EU27,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,48.3
8715,Argentina,ARG,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2014,14.3
8716,Argentina,ARG,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2018,15.3
8717,India,IND,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,22.4
8718,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,1981,67.7
8719,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,1982,67.7
8720,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,1983,67.8
8721,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,1984,67.9
8722,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,1985,68.0
8723,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,1986,68.1
8724,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,1987,68.3
8725,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,1988,68.4
8726,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,1989,67.7
8727,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,1990,67.6
8728,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,1991,67.4
8729,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,1992,63.8
8730,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,1993,64.2
8731,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,1994,63.5
8732,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,1995,64.8
8733,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,1996,65.6
8734,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,1997,65.9
8735,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,1998,64.6
8736,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,1999,62.7
8737,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,2000,62.2
8738,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,2001,62.3
8739,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,2002,62.0
8740,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,2003,63.4
8741,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,2004,64.5
8742,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,2005,63.8
8743,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,2006,64.7
8744,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,2007,65.3
8745,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,2008,64.6
8746,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,2009,64.4
8747,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,2010,64.1
8748,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,2011,63.2
8749,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,2012,63.2
8750,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,2013,64.2
8751,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,2014,63.8
8752,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,2015,64.0
8753,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,2016,64.4
8754,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,2017,63.4
8755,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,2018,62.9
8756,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,2019,62.6
8757,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,2020,65.2
8758,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,2021,63.4
8759,Cyprus,CYP,Effective labour market exit age,Years,Male,Not applicable,2022,63.7
8760,Malta,MLT,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,58.2
8761,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1970,67.9
8762,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1971,67.7
8763,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1972,67.5
8764,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1973,67.4
8765,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1974,67.2
8766,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1975,67.0
8767,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1976,66.8
8768,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1977,66.6
8769,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1978,66.4
8770,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1979,66.2
8771,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1980,66.0
8772,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1981,65.8
8773,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1982,65.6
8774,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1983,65.4
8775,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1984,65.2
8776,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1985,65.0
8777,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1986,64.8
8778,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1987,65.5
8779,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1988,65.4
8780,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1989,64.7
8781,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1990,64.8
8782,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1991,64.4
8783,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1992,64.2
8784,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1993,64.2
8785,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1994,64.3
8786,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1995,64.5
8787,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1996,63.9
8788,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1997,63.7
8789,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1998,63.1
8790,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,1999,63.0
8791,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,2000,63.0
8792,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,2001,63.2
8793,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,2002,63.7
8794,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,2003,63.8
8795,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,2004,64.6
8796,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,2005,64.2
8797,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,2006,63.7
8798,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,2007,64.0
8799,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,2008,64.8
8800,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,2009,64.3
8801,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,2010,64.6
8802,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,2011,65.0
8803,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,2012,64.1
8804,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,2013,64.5
8805,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,2014,64.1
8806,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,2015,64.1
8807,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,2016,64.8
8808,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,2017,63.6
8809,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,2018,63.4
8810,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,2019,62.8
8811,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,2020,62.0
8812,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,2021,62.6
8813,Brazil,BRA,Effective labour market exit age,Years,Male,Not applicable,2022,63.4
8814,Malta,MLT,Expected years after labour market exit,Years,Male,Not applicable,1991,18.8
8815,Malta,MLT,Expected years after labour market exit,Years,Male,Not applicable,1993,18.8
8816,Malta,MLT,Expected years after labour market exit,Years,Male,Not applicable,1994,18.8
8817,Malta,MLT,Expected years after labour market exit,Years,Male,Not applicable,1996,19.3
8818,Malta,MLT,Expected years after labour market exit,Years,Male,Not applicable,1997,19.0
8819,Malta,MLT,Expected years after labour market exit,Years,Male,Not applicable,1998,18.9
8820,Malta,MLT,Expected years after labour market exit,Years,Male,Not applicable,1999,18.8
8821,Malta,MLT,Expected years after labour market exit,Years,Male,Not applicable,2001,19.9
8822,Malta,MLT,Expected years after labour market exit,Years,Male,Not applicable,2002,20.4
8823,Malta,MLT,Expected years after labour market exit,Years,Male,Not applicable,2003,20.5
8824,Malta,MLT,Expected years after labour market exit,Years,Male,Not applicable,2004,20.8
8825,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1970,13.6
8826,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1971,13.6
8827,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1972,13.6
8828,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1973,13.6
8829,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1974,13.6
8830,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1975,13.9
8831,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1976,14.2
8832,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1977,14.5
8833,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1978,14.9
8834,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1979,15.2
8835,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1980,15.9
8836,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1981,16.2
8837,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1982,16.3
8838,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1983,16.4
8839,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1984,16.6
8840,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1985,17.3
8841,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1986,17.9
8842,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1987,18.4
8843,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1988,18.9
8844,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1989,19.0
8845,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1990,19.6
8846,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1991,19.6
8847,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1992,20.2
8848,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1993,20.4
8849,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1994,20.3
8850,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1995,20.3
8851,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1996,20.9
8852,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1997,20.7
8853,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1998,20.7
8854,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,1999,21.0
8855,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2000,21.0
8856,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2001,21.7
8857,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2002,21.7
8858,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2003,22.0
8859,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2004,21.4
8860,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2005,21.8
8861,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2006,21.9
8862,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2007,21.7
8863,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2008,21.5
8864,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2009,22.3
8865,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2010,21.5
8866,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2011,22.5
8867,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2012,22.3
8868,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2013,22.3
8869,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2014,22.7
8870,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2015,22.5
8871,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2016,21.9
8872,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2017,21.9
8873,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2018,22.1
8874,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2019,22.6
8875,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2020,20.8
8876,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2021,21.9
8877,Belgium,BEL,Expected years after labour market exit,Years,Male,Not applicable,2022,22.2
8878,Denmark,DNK,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2014,14.5
8879,Denmark,DNK,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2016,14.5
8880,Denmark,DNK,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2018,14.5
8881,Denmark,DNK,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2020,15.2
8882,Finland,FIN,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2014,0.0
8883,Finland,FIN,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2016,0.0
8884,Finland,FIN,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2018,0.0
8885,Finland,FIN,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2020,0.0
8886,France,FRA,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,57.6
8887,Greece,GRC,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,80.8
8888,Italy,ITA,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2022,76.1
8889,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1970,69.9
8890,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1971,70.6
8891,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1972,69.8
8892,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1973,69.6
8893,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1974,69.4
8894,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1975,69.5
8895,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1976,68.5
8896,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1977,68.5
8897,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1978,68.2
8898,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1979,68.1
8899,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1980,67.8
8900,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1981,67.6
8901,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1982,67.8
8902,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1983,67.3
8903,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1984,66.9
8904,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1985,67.0
8905,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1986,66.9
8906,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1987,67.0
8907,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1988,67.3
8908,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1989,67.3
8909,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1990,67.5
8910,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1991,68.1
8911,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1992,68.2
8912,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1993,68.5
8913,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1994,68.1
8914,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1995,68.2
8915,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1996,68.1
8916,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1997,67.6
8917,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1998,67.3
8918,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,1999,67.5
8919,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2000,67.1
8920,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2001,66.9
8921,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2002,66.9
8922,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2003,67.0
8923,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2004,66.8
8924,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2005,66.4
8925,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2006,66.5
8926,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2007,66.6
8927,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2008,66.5
8928,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2009,66.8
8929,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2010,67.2
8930,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2011,66.6
8931,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2012,66.3
8932,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2013,66.6
8933,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2014,66.6
8934,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2015,66.6
8935,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2016,67.1
8936,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2017,67.6
8937,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2018,67.5
8938,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2019,67.7
8939,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2020,68.2
8940,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2021,67.9
8941,Japan,JPN,Effective labour market exit age,Years,Male,Not applicable,2022,68.3
8942,Korea,KOR,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2022,31.2
8943,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1970,17.1
8944,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1971,16.9
8945,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1972,17.1
8946,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1973,16.1
8947,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1974,16.0
8948,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1975,16.0
8949,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1976,15.6
8950,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1977,16.5
8951,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1978,17.3
8952,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1979,17.4
8953,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1980,17.2
8954,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1981,18.5
8955,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1982,16.7
8956,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1983,17.4
8957,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1984,19.3
8958,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1985,18.6
8959,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1986,19.0
8960,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1987,19.6
8961,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1988,19.6
8962,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1989,15.6
8963,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1990,16.3
8964,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1991,16.2
8965,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1992,17.7
8966,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1993,18.7
8967,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1994,18.4
8968,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1995,18.8
8969,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1996,18.4
8970,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1997,17.7
8971,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1998,19.0
8972,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,1999,19.4
8973,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2000,20.8
8974,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2001,20.0
8975,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2002,20.3
8976,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2003,20.9
8977,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2004,19.9
8978,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2005,20.5
8979,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2006,21.0
8980,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2007,21.2
8981,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2008,19.9
8982,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2009,20.7
8983,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2010,20.6
8984,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2011,20.7
8985,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2012,20.7
8986,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2013,21.2
8987,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2014,20.4
8988,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2015,19.7
8989,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2016,19.8
8990,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2017,19.3
8991,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2018,20.1
8992,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2019,20.6
8993,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2020,23.8
8994,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2021,22.7
8995,Korea,KOR,Expected years after labour market exit,Years,Female,Not applicable,2022,21.5
8996,Sweden,SWE,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2014,17.4
8997,Sweden,SWE,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2016,17.8
8998,Sweden,SWE,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2018,18.6
8999,Sweden,SWE,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2020,19.0
9000,Switzerland,CHE,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,39.9
