NOC,Team,Year,Sex,Medal,Count
FIN,Finland,1972,M,Gold,3
FIN,Finland,1972,M,Silver,6
FIN,Finland,1976,M,Bronze,1
FIN,Finland,1976,M,Gold,8
FIN,Finland,1976,M,Silver,7
FIN,Finland,1980,M,Bronze,9
FIN,Finland,1980,M,Gold,4
FIN,Finland,1980,M,Silver,4
FIN,Finland,1984,M,Bronze,14
FIN,Finland,1984,M,Gold,5
FIN,Finland,1984,M,Silver,4
FIN,Finland,1988,M,Bronze,2
FIN,Finland,1988,M,Gold,7
FIN,Finland,1988,M,Silver,23
FIN,Finland,1992,M,Bronze,8
FIN,Finland,1992,M,Gold,6
FIN,Finland,1992,M,Silver,4
FIN,Finland,1994,M,Bronze,27
FIN,Finland,1994,M,Silver,1
FIN,Finland,1996,M,Bronze,1
FIN,Finland,1996,M,Silver,2
FIN,Finland,1998,M,Bronze,29
FIN,Finland,1998,M,Gold,2
FIN,Finland,1998,M,Silver,7
FIN,Finland,2000,M,Bronze,1
FIN,Finland,2000,M,Gold,3
FIN,Finland,2000,M,Silver,1
FIN,Finland,2002,M,Bronze,1
FIN,Finland,2002,M,Gold,7
FIN,Finland,2002,M,Silver,5
FIN,Finland,2004,M,Silver,2
FIN,Finland,2006,M,Bronze,5
FIN,Finland,2006,M,Silver,33
FIN,Finland,2008,M,Bronze,2
FIN,Finland,2010,M,Bronze,22
FIN,Finland,2010,M,Silver,1
FIN,Finland,2012,M,Bronze,1
FIN,Finland,2014,M,Bronze,24
FIN,Finland,2014,M,Gold,2
FRA,France,1948,F,Bronze,1
FRA,France,1948,F,Gold,2
FRA,France,1956,F,Bronze,1
FRA,France,1964,F,Gold,2
FRA,France,1964,F,Silver,5
FRA,France,1968,F,Bronze,1
FRA,France,1968,F,Gold,2
FRA,France,1968,F,Silver,3
FRA,France,1972,F,Bronze,1
FRA,France,1972,F,Silver,1
FRA,France,1976,F,Bronze,1
FRA,France,1976,F,Silver,5
FRA,France,1980,F,Bronze,1
FRA,France,1980,F,Gold,6
FRA,France,1984,F,Bronze,8
FRA,France,1984,F,Silver,1
FRA,France,1988,F,Bronze,1
FRA,France,1988,F,Silver,1
FRA,France,1992,F,Bronze,4
FRA,France,1992,F,Gold,6
FRA,France,1992,F,Silver,2
FRA,France,1994,F,Bronze,4
FRA,France,1994,F,Silver,1
FRA,France,1996,F,Bronze,6
FRA,France,1996,F,Gold,10
FRA,France,1996,F,Silver,3
FRA,France,1998,F,Bronze,1
FRA,France,1998,F,Gold,1
FRA,France,2000,F,Bronze,5
FRA,France,2000,F,Gold,3
FRA,France,2000,F,Silver,5
FRA,France,2002,F,Gold,2
FRA,France,2002,F,Silver,3
FRA,France,2004,F,Bronze,13
FRA,France,2004,F,Gold,3
FRA,France,2004,F,Silver,6
FRA,France,2006,F,Bronze,5
FRA,France,2006,F,Gold,1
FRA,France,2008,F,Bronze,7
FRA,France,2008,F,Gold,1
FRA,France,2008,F,Silver,2
FRA,France,2010,F,Bronze,3
FRA,France,2010,F,Silver,5
FRA,France,2012,F,Bronze,12
FRA,France,2012,F,Gold,4
FRA,France,2012,F,Silver,15
FRA,France,2014,F,Bronze,2
FRA,France,2014,F,Silver,1
FRA,France,2016,F,Bronze,2
FRA,France,2016,F,Gold,4
FRA,France,2016,F,Silver,22
FRA,France,1900,M,Silver,1
FRA,France,1906,M,Bronze,1
FRA,France,1906,M,Gold,1
FRA,France,1908,M,Bronze,1
FRA,France,1908,M,Gold,1
FRA,France,1908,M,Silver,3
FRA,France,1912,M,Silver,1
FRA,France,1920,M,Bronze,4
FRA,France,1920,M,Gold,5
FRA,France,1920,M,Silver,13
FRA,France,1924,M,Bronze,6
FRA,France,1924,M,Gold,6
FRA,France,1924,M,Silver,18
FRA,France,1928,M,Bronze,1
FRA,France,1928,M,Gold,1
FRA,France,1928,M,Silver,4
FRA,France,1932,M,Bronze,1
FRA,France,1932,M,Gold,4
FRA,France,1932,M,Silver,3
FRA,France,1936,M,Bronze,5
FRA,France,1936,M,Silver,1
FRA,France,1948,M,Bronze,7
FRA,France,1948,M,Gold,4
FRA,France,1948,M,Silver,14
FRA,France,1952,M,Bronze,3
FRA,France,1952,M,Gold,9
FRA,France,1952,M,Silver,3
FRA,France,1956,M,Bronze,4
FRA,France,1956,M,Gold,3
FRA,France,1956,M,Silver,5
FRA,France,1960,M,Bronze,7
FRA,France,1960,M,Silver,6
FRA,France,1964,M,Bronze,17
FRA,France,1964,M,Gold,2
FRA,France,1964,M,Silver,11
FRA,France,1968,M,Bronze,11
FRA,France,1968,M,Gold,14
FRA,France,1968,M,Silver,5
FRA,France,1972,M,Bronze,16
FRA,France,1972,M,Gold,2
FRA,France,1972,M,Silver,5
FRA,France,1976,M,Bronze,8
FRA,France,1976,M,Gold,5
FRA,France,1976,M,Silver,2
FRA,France,1980,M,Bronze,6
FRA,France,1980,M,Gold,12
FRA,France,1980,M,Silver,5
FRA,France,1984,M,Bronze,25
FRA,France,1984,M,Gold,20
FRA,France,1984,M,Silver,16
FRA,France,1988,M,Bronze,13
FRA,France,1988,M,Gold,13
FRA,France,1988,M,Silver,3
FRA,France,1992,M,Bronze,38
FRA,France,1992,M,Gold,8
FRA,France,1992,M,Silver,7
FRA,France,1994,M,Bronze,6
FRA,France,1996,M,Bronze,14
FRA,France,1996,M,Gold,9
FRA,France,1996,M,Silver,7
FRA,France,1998,M,Bronze,9
FRA,France,1998,M,Gold,1
FRA,France,1998,M,Silver,1
FRA,France,2000,M,Bronze,7
FRA,France,2000,M,Gold,19
FRA,France,2000,M,Silver,25
FRA,France,2002,M,Bronze,5
FRA,France,2002,M,Gold,1
FRA,France,2002,M,Silver,2
FRA,France,2004,M,Bronze,9
FRA,France,2004,M,Gold,18
FRA,France,2004,M,Silver,4
FRA,France,2006,M,Bronze,5
FRA,France,2006,M,Gold,2
FRA,France,2006,M,Silver,2
FRA,France,2008,M,Bronze,21
FRA,France,2008,M,Gold,24
FRA,France,2008,M,Silver,22
FRA,France,2010,M,Bronze,3
FRA,France,2010,M,Gold,2
FRA,France,2010,M,Silver,1
FRA,France,2012,M,Bronze,8
FRA,France,2012,M,Gold,26
FRA,France,2012,M,Silver,13
FRA,France,2014,M,Bronze,7
FRA,France,2014,M,Gold,4
FRA,France,2014,M,Silver,3
FRA,France,2016,M,Bronze,19
FRA,France,2016,M,Gold,16
FRA,France,2016,M,Silver,33
FRA,France-1,1992,F,Silver,1
FRA,France-1,1998,F,Bronze,1
FRA,France-1,2002,F,Gold,1
FRA,France-1,1924,M,Silver,1
FRA,France-1,1992,M,Bronze,2
FRA,France-1,1992,M,Silver,1
FRA,France-1,1996,M,Gold,2
FRA,France-1,1998,M,Bronze,1
FRA,France-1,2000,M,Bronze,2
FRA,France-1,2002,M,Gold,1
FRA,France-1,2012,M,Silver,2
FRA,France-2,1924,M,Bronze,1
FRA,France-2,2012,M,Bronze,2
GAB,Gabon,2012,M,Silver,1
BAH,Gem,1964,M,Gold,2
BAH,Gem IV,1956,M,Bronze,2
GEO,Georgia,2008,F,Bronze,1
GEO,Georgia,1996,M,Bronze,2
GEO,Georgia,2000,M,Bronze,6
GEO,Georgia,2004,M,Gold,2
GEO,Georgia,2004,M,Silver,2
GEO,Georgia,2008,M,Bronze,2
GEO,Georgia,2008,M,Gold,3
GEO,Georgia,2012,M,Bronze,3
GEO,Georgia,2012,M,Gold,1
GEO,Georgia,2012,M,Silver,3
GEO,Georgia,2016,M,Bronze,4
GEO,Georgia,2016,M,Gold,2
GEO,Georgia,2016,M,Silver,1
GER,Germany,1928,F,Bronze,4
GER,Germany,1928,F,Gold,1
GER,Germany,1932,F,Bronze,1
GER,Germany,1932,F,Silver,1
GER,Germany,1936,F,Bronze,3
GER,Germany,1936,F,Gold,2
GER,Germany,1936,F,Silver,2
GER,Germany,1952,F,Bronze,1
GER,Germany,1952,F,Silver,5
GER,Germany,1956,F,Bronze,2
GER,Germany,1956,F,Silver,5
GER,Germany,1960,F,Bronze,13
GER,Germany,1960,F,Gold,5
GER,Germany,1960,F,Silver,11
GER,Germany,1964,F,Bronze,4
GER,Germany,1964,F,Gold,5
GER,Germany,1964,F,Silver,6
GER,Germany,1992,F,Bronze,32
GER,Germany,1992,F,Gold,23
GER,Germany,1992,F,Silver,46
GER,Germany,1994,F,Bronze,4
GER,Germany,1994,F,Gold,2
GER,Germany,1994,F,Silver,8
GER,Germany,1996,F,Bronze,16
GER,Germany,1996,F,Gold,13
GER,Germany,1996,F,Silver,18
GER,Germany,1998,F,Bronze,5
GER,Germany,1998,F,Gold,11
GER,Germany,1998,F,Silver,8
GER,Germany,2000,F,Bronze,35
GER,Germany,2000,F,Gold,17
GER,Germany,2000,F,Silver,6
GER,Germany,2002,F,Bronze,4
GER,Germany,2002,F,Gold,14
GER,Germany,2002,F,Silver,7
GER,Germany,2004,F,Bronze,32
GER,Germany,2004,F,Gold,29
GER,Germany,2004,F,Silver,13
GER,Germany,2006,F,Bronze,3
GER,Germany,2006,F,Gold,7
GER,Germany,2006,F,Silver,15
GER,Germany,2008,F,Bronze,27
GER,Germany,2008,F,Gold,10
GER,Germany,2008,F,Silver,4
GER,Germany,2010,F,Bronze,7
GER,Germany,2010,F,Gold,12
GER,Germany,2010,F,Silver,9
GER,Germany,2012,F,Bronze,4
GER,Germany,2012,F,Gold,6
GER,Germany,2012,F,Silver,17
GER,Germany,2014,F,Bronze,6
GER,Germany,2014,F,Gold,4
GER,Germany,2014,F,Silver,3
GER,Germany,2016,F,Bronze,23
GER,Germany,2016,F,Gold,27
GER,Germany,2016,F,Silver,16
GER,Germany,1896,M,Bronze,1
GER,Germany,1896,M,Gold,4
GER,Germany,1896,M,Silver,1
GER,Germany,1904,M,Bronze,2
GER,Germany,1904,M,Silver,1
GER,Germany,1906,M,Bronze,3
GER,Germany,1906,M,Gold,5
GER,Germany,1906,M,Silver,1
GER,Germany,1908,M,Bronze,1
GER,Germany,1908,M,Silver,3
GER,Germany,1912,M,Silver,2
GER,Germany,1928,M,Bronze,5
GER,Germany,1928,M,Silver,7
GER,Germany,1932,M,Bronze,3
GER,Germany,1932,M,Silver,4
GER,Germany,1936,M,Bronze,11
GER,Germany,1936,M,Gold,5
GER,Germany,1936,M,Silver,4
GER,Germany,1952,M,Bronze,9
GER,Germany,1952,M,Silver,2
GER,Germany,1956,M,Bronze,12
GER,Germany,1956,M,Gold,4
GER,Germany,1956,M,Silver,6
GER,Germany,1960,M,Bronze,7
GER,Germany,1960,M,Gold,33
GER,Germany,1960,M,Silver,23
GER,Germany,1964,M,Bronze,49
GER,Germany,1964,M,Gold,20
GER,Germany,1964,M,Silver,37
GER,Germany,1992,M,Bronze,33
GER,Germany,1992,M,Gold,69
GER,Germany,1992,M,Silver,20
GER,Germany,1994,M,Bronze,2
GER,Germany,1994,M,Gold,12
GER,Germany,1994,M,Silver,2
GER,Germany,1996,M,Bronze,28
GER,Germany,1996,M,Gold,29
GER,Germany,1996,M,Silver,17
GER,Germany,1998,M,Bronze,1
GER,Germany,1998,M,Gold,5
GER,Germany,1998,M,Silver,4
GER,Germany,2000,M,Bronze,26
GER,Germany,2000,M,Gold,14
GER,Germany,2000,M,Silver,17
GER,Germany,2002,M,Bronze,6
GER,Germany,2002,M,Gold,4
GER,Germany,2002,M,Silver,14
GER,Germany,2004,M,Bronze,31
GER,Germany,2004,M,Gold,12
GER,Germany,2004,M,Silver,30
GER,Germany,2006,M,Bronze,3
GER,Germany,2006,M,Gold,8
GER,Germany,2006,M,Silver,8
GER,Germany,2008,M,Bronze,14
GER,Germany,2008,M,Gold,29
GER,Germany,2008,M,Silver,12
GER,Germany,2010,M,Bronze,4
GER,Germany,2010,M,Gold,1
GER,Germany,2010,M,Silver,9
GER,Germany,2012,M,Bronze,18
GER,Germany,2012,M,Gold,37
GER,Germany,2012,M,Silver,10
GER,Germany,2014,M,Bronze,1
GER,Germany,2014,M,Gold,9
GER,Germany,2014,M,Silver,9
GER,Germany,2016,M,Bronze,44
GER,Germany,2016,M,Gold,20
GER,Germany,2016,M,Silver,27
GER,Germany-1,1960,F,Silver,1
GER,Germany-1,1964,F,Silver,1
GER,Germany-1,1998,F,Bronze,1
GER,Germany-1,2002,F,Silver,2
GER,Germany-1,2006,F,Gold,2
GER,Germany-1,2010,F,Bronze,1
GER,Germany-1,2014,F,Bronze,1
GER,Germany-1,2016,F,Gold,2
GER,Germany-1,1960,M,Silver,1
GER,Germany-1,1964,M,Silver,1
GER,Germany-1,1992,M,Gold,2
GER,Germany-1,1992,M,Silver,6
GER,Germany-1,1994,M,Bronze,6
GER,Germany-1,1996,M,Bronze,2
GER,Germany-1,1998,M,Bronze,3
GER,Germany-1,1998,M,Gold,2
GER,Germany-1,2000,M,Bronze,2
GER,Germany-1,2002,M,Gold,2
GER,Germany-1,2004,M,Silver,2
GER,Germany-1,2006,M,Gold,6
GER,Germany-1,2006,M,Silver,2
GER,Germany-1,2010,M,Bronze,1
GER,Germany-1,2010,M,Gold,2
GER,Germany-1,2010,M,Silver,4
GER,Germany-1,2012,M,Gold,2
GER,Germany-1,2014,M,Bronze,1
GER,Germany-1,2014,M,Gold,2
GER,Germany-2,2002,F,Bronze,2
GER,Germany-2,1992,M,Bronze,2
GER,Germany-2,1992,M,Silver,2
GER,Germany-2,1994,M,Gold,4
GER,Germany-2,1998,M,Gold,4
GER,Germany-2,2002,M,Gold,6
GER,Germany-2,2010,M,Bronze,2
GER,Germany-2,2010,M,Silver,2
GHA,Ghana,1960,M,Silver,1
GHA,Ghana,1964,M,Bronze,1
GHA,Ghana,1972,M,Bronze,1
GHA,Ghana,1992,M,Bronze,3
USA,Glider,1964,M,Silver,2
GBR,Great Britain,1932,F,Bronze,2
GBR,Great Britain,1936,F,Silver,4
GBR,Great Britain,1948,F,Silver,3
GBR,Great Britain,1952,F,Bronze,5
GBR,Great Britain,1952,F,Silver,1
GBR,Great Britain,1956,F,Bronze,1
GBR,Great Britain,1956,F,Gold,1
GBR,Great Britain,1956,F,Silver,5
GBR,Great Britain,1960,F,Bronze,3
GBR,Great Britain,1960,F,Gold,1
GBR,Great Britain,1960,F,Silver,4
GBR,Great Britain,1964,F,Bronze,4
GBR,Great Britain,1964,F,Gold,2
GBR,Great Britain,1964,F,Silver,2
GBR,Great Britain,1968,F,Silver,3
GBR,Great Britain,1972,F,Gold,3
GBR,Great Britain,1972,F,Silver,1
GBR,Great Britain,1980,F,Bronze,8
GBR,Great Britain,1980,F,Silver,5
GBR,Great Britain,1984,F,Bronze,10
GBR,Great Britain,1984,F,Gold,1
GBR,Great Britain,1984,F,Silver,6
GBR,Great Britain,1988,F,Bronze,2
GBR,Great Britain,1988,F,Silver,4
GBR,Great Britain,1992,F,Bronze,22
GBR,Great Britain,1992,F,Gold,1
GBR,Great Britain,1992,F,Silver,1
GBR,Great Britain,1994,F,Bronze,1
GBR,Great Britain,1996,F,Bronze,1
GBR,Great Britain,2000,F,Bronze,4
GBR,Great Britain,2000,F,Gold,3
GBR,Great Britain,2000,F,Silver,7
GBR,Great Britain,2002,F,Bronze,1
GBR,Great Britain,2002,F,Gold,5
GBR,Great Britain,2004,F,Bronze,7
GBR,Great Britain,2004,F,Gold,5
GBR,Great Britain,2004,F,Silver,9
GBR,Great Britain,2006,F,Silver,1
GBR,Great Britain,2008,F,Bronze,12
GBR,Great Britain,2008,F,Gold,9
GBR,Great Britain,2008,F,Silver,8
GBR,Great Britain,2010,F,Gold,1
GBR,Great Britain,2012,F,Bronze,21
GBR,Great Britain,2012,F,Gold,17
GBR,Great Britain,2012,F,Silver,12
GBR,Great Britain,2014,F,Bronze,5
GBR,Great Britain,2014,F,Gold,1
GBR,Great Britain,2016,F,Bronze,15
GBR,Great Britain,2016,F,Gold,28
GBR,Great Britain,2016,F,Silver,20
GBR,Great Britain,1896,M,Gold,1
GBR,Great Britain,1896,M,Silver,1
GBR,Great Britain,1900,M,Gold,1
GBR,Great Britain,1904,M,Silver,1
GBR,Great Britain,1906,M,Bronze,1
GBR,Great Britain,1906,M,Gold,3
GBR,Great Britain,1906,M,Silver,7
GBR,Great Britain,1908,M,Bronze,4
GBR,Great Britain,1908,M,Gold,22
GBR,Great Britain,1908,M,Silver,10
GBR,Great Britain,1912,M,Bronze,6
GBR,Great Britain,1912,M,Gold,9
GBR,Great Britain,1912,M,Silver,2
GBR,Great Britain,1920,M,Bronze,2
GBR,Great Britain,1920,M,Gold,4
GBR,Great Britain,1920,M,Silver,4
GBR,Great Britain,1924,M,Bronze,2
GBR,Great Britain,1924,M,Gold,3
GBR,Great Britain,1924,M,Silver,3
GBR,Great Britain,1928,M,Bronze,2
GBR,Great Britain,1928,M,Gold,2
GBR,Great Britain,1928,M,Silver,2
GBR,Great Britain,1932,M,Bronze,1
GBR,Great Britain,1932,M,Gold,1
GBR,Great Britain,1932,M,Silver,6
GBR,Great Britain,1936,M,Gold,10
GBR,Great Britain,1936,M,Silver,3
GBR,Great Britain,1948,M,Bronze,1
GBR,Great Britain,1948,M,Gold,1
GBR,Great Britain,1948,M,Silver,2
GBR,Great Britain,1952,M,Bronze,2
GBR,Great Britain,1956,M,Bronze,8
GBR,Great Britain,1956,M,Gold,3
GBR,Great Britain,1956,M,Silver,3
GBR,Great Britain,1960,M,Bronze,12
GBR,Great Britain,1960,M,Gold,1
GBR,Great Britain,1960,M,Silver,7
GBR,Great Britain,1964,M,Bronze,1
GBR,Great Britain,1964,M,Gold,2
GBR,Great Britain,1964,M,Silver,15
GBR,Great Britain,1968,M,Bronze,5
GBR,Great Britain,1968,M,Gold,8
GBR,Great Britain,1968,M,Silver,2
GBR,Great Britain,1972,M,Bronze,12
GBR,Great Britain,1972,M,Gold,5
GBR,Great Britain,1972,M,Silver,8
GBR,Great Britain,1976,M,Bronze,8
GBR,Great Britain,1976,M,Gold,7
GBR,Great Britain,1976,M,Silver,15
GBR,Great Britain,1980,M,Bronze,16
GBR,Great Britain,1980,M,Gold,6
GBR,Great Britain,1980,M,Silver,13
GBR,Great Britain,1984,M,Bronze,32
GBR,Great Britain,1984,M,Gold,8
GBR,Great Britain,1984,M,Silver,14
GBR,Great Britain,1988,M,Bronze,13
GBR,Great Britain,1988,M,Gold,22
GBR,Great Britain,1988,M,Silver,13
GBR,Great Britain,1992,M,Bronze,17
GBR,Great Britain,1992,M,Gold,7
GBR,Great Britain,1992,M,Silver,2
GBR,Great Britain,1994,M,Bronze,2
GBR,Great Britain,1996,M,Bronze,8
GBR,Great Britain,1996,M,Gold,2
GBR,Great Britain,1996,M,Silver,15
GBR,Great Britain,1998,M,Bronze,4
GBR,Great Britain,2000,M,Bronze,6
GBR,Great Britain,2000,M,Gold,19
GBR,Great Britain,2000,M,Silver,13
GBR,Great Britain,2004,M,Bronze,8
GBR,Great Britain,2004,M,Gold,12
GBR,Great Britain,2004,M,Silver,14
GBR,Great Britain,2008,M,Bronze,13
GBR,Great Britain,2008,M,Gold,22
GBR,Great Britain,2008,M,Silver,17
GBR,Great Britain,2012,M,Bronze,26
GBR,Great Britain,2012,M,Gold,27
GBR,Great Britain,2012,M,Silver,16
GBR,Great Britain,2014,M,Silver,4
GBR,Great Britain,2016,M,Bronze,10
GBR,Great Britain,2016,M,Gold,35
GBR,Great Britain,2016,M,Silver,35
GBR,Great Britain-1,1984,F,Gold,1
GBR,Great Britain-1,2004,F,Silver,1
GBR,Great Britain-1,1964,M,Gold,2
GBR,Great Britain-1,1984,M,Gold,1
GBR,Great Britain-1,2004,M,Silver,1
GBR,Great Britain-1,2012,M,Gold,2
GBR,Great Britain-2,2000,F,Bronze,1
GBR,Great Britain-2,2000,M,Bronze,1
GBR,Great Britain-2,2012,M,Silver,2
GRE,Greece,1992,F,Gold,1
GRE,Greece,1996,F,Silver,1
GRE,Greece,2000,F,Bronze,7
GRE,Greece,2000,F,Silver,3
GRE,Greece,2004,F,Bronze,1
GRE,Greece,2004,F,Gold,4
GRE,Greece,2004,F,Silver,16
GRE,Greece,2008,F,Bronze,4
GRE,Greece,2012,F,Bronze,2
GRE,Greece,2016,F,Bronze,1
GRE,Greece,2016,F,Gold,2
GRE,Greece,1904,M,Bronze,1
GRE,Greece,1906,M,Bronze,1
GRE,Greece,1906,M,Gold,1
GRE,Greece,1906,M,Silver,2
GRE,Greece,1908,M,Silver,3
GRE,Greece,1912,M,Bronze,1
GRE,Greece,1912,M,Gold,1
GRE,Greece,1956,M,Bronze,1
GRE,Greece,1968,M,Bronze,1
GRE,Greece,1972,M,Silver,2
GRE,Greece,1980,M,Bronze,4
GRE,Greece,1980,M,Gold,1
GRE,Greece,1984,M,Bronze,1
GRE,Greece,1984,M,Silver,1
GRE,Greece,1988,M,Bronze,1
GRE,Greece,1992,M,Gold,1
GRE,Greece,1996,M,Gold,4
GRE,Greece,1996,M,Silver,3
GRE,Greece,2000,M,Bronze,1
GRE,Greece,2000,M,Gold,4
GRE,Greece,2000,M,Silver,3
GRE,Greece,2004,M,Bronze,4
GRE,Greece,2004,M,Gold,4
GRE,Greece,2004,M,Silver,2
GRE,Greece,2008,M,Silver,3
GRE,Greece,2012,M,Bronze,1
GRE,Greece,2016,M,Bronze,2
GRE,Greece,2016,M,Gold,1
GRE,Greece,2016,M,Silver,1
GRN,Grenada,2012,M,Gold,1
GRN,Grenada,2016,M,Silver,1
GUA,Guatemala,2012,M,Silver,1
GUY,Guyana,1980,M,Bronze,1
HAI,Haiti,1928,M,Silver,1
HKG,Hong Kong,1996,F,Gold,1
HKG,Hong Kong,2012,F,Bronze,1
HKG,Hong Kong-2,2004,M,Silver,2
SWE,Humbug V,1964,M,Bronze,2
HUN,Hungary,1936,F,Gold,1
HUN,Hungary,1948,F,Gold,1
HUN,Hungary,1948,F,Silver,1
HUN,Hungary,1952,F,Bronze,1
HUN,Hungary,1952,F,Silver,1
HUN,Hungary,1956,F,Bronze,2
HUN,Hungary,1956,F,Gold,1
HUN,Hungary,1956,F,Silver,1
HUN,Hungary,1960,F,Bronze,2
HUN,Hungary,1960,F,Silver,4
HUN,Hungary,1964,F,Bronze,1
HUN,Hungary,1964,F,Gold,6
HUN,Hungary,1964,F,Silver,2
HUN,Hungary,1968,F,Bronze,3
HUN,Hungary,1968,F,Gold,1
HUN,Hungary,1968,F,Silver,7
HUN,Hungary,1972,F,Bronze,8
HUN,Hungary,1972,F,Silver,7
HUN,Hungary,1976,F,Bronze,21
HUN,Hungary,1976,F,Gold,1
HUN,Hungary,1976,F,Silver,2
HUN,Hungary,1980,F,Bronze,7
HUN,Hungary,1980,F,Silver,2
HUN,Hungary,1988,F,Bronze,5
HUN,Hungary,1988,F,Gold,1
HUN,Hungary,1988,F,Silver,5
HUN,Hungary,1992,F,Bronze,2
HUN,Hungary,1992,F,Gold,8
HUN,Hungary,1992,F,Silver,3
HUN,Hungary,1996,F,Bronze,18
HUN,Hungary,1996,F,Gold,2
HUN,Hungary,2000,F,Bronze,1
HUN,Hungary,2000,F,Gold,2
HUN,Hungary,2000,F,Silver,22
HUN,Hungary,2004,F,Gold,6
HUN,Hungary,2004,F,Silver,5
HUN,Hungary,2008,F,Bronze,1
HUN,Hungary,2008,F,Gold,2
HUN,Hungary,2008,F,Silver,4
HUN,Hungary,2012,F,Bronze,2
HUN,Hungary,2012,F,Gold,6
HUN,Hungary,2012,F,Silver,2
HUN,Hungary,2016,F,Bronze,2
HUN,Hungary,2016,F,Gold,11
HUN,Hungary,2016,F,Silver,1
HUN,Hungary,1900,M,Bronze,1
HUN,Hungary,1900,M,Silver,2
HUN,Hungary,1904,M,Gold,2
HUN,Hungary,1906,M,Gold,1
HUN,Hungary,1906,M,Silver,1
HUN,Hungary,1908,M,Bronze,2
HUN,Hungary,1908,M,Silver,3
HUN,Hungary,1924,M,Silver,1
HUN,Hungary,1928,M,Silver,1
HUN,Hungary,1932,M,Gold,1
HUN,Hungary,1936,M,Bronze,1
HUN,Hungary,1936,M,Gold,2
HUN,Hungary,1948,M,Bronze,4
HUN,Hungary,1948,M,Gold,5
HUN,Hungary,1948,M,Silver,2
HUN,Hungary,1952,M,Bronze,9
HUN,Hungary,1952,M,Gold,11
HUN,Hungary,1952,M,Silver,4
HUN,Hungary,1956,M,Bronze,7
HUN,Hungary,1956,M,Gold,14
HUN,Hungary,1956,M,Silver,6
HUN,Hungary,1960,M,Bronze,35
HUN,Hungary,1960,M,Gold,13
HUN,Hungary,1960,M,Silver,11
HUN,Hungary,1964,M,Bronze,6
HUN,Hungary,1964,M,Gold,36
HUN,Hungary,1964,M,Silver,5
HUN,Hungary,1968,M,Bronze,26
HUN,Hungary,1968,M,Gold,31
HUN,Hungary,1968,M,Silver,13
HUN,Hungary,1972,M,Bronze,17
HUN,Hungary,1972,M,Gold,10
HUN,Hungary,1972,M,Silver,39
HUN,Hungary,1976,M,Bronze,14
HUN,Hungary,1976,M,Gold,13
HUN,Hungary,1976,M,Silver,4
HUN,Hungary,1980,M,Bronze,33
HUN,Hungary,1980,M,Gold,8
HUN,Hungary,1980,M,Silver,13
HUN,Hungary,1988,M,Bronze,10
HUN,Hungary,1988,M,Gold,19
HUN,Hungary,1988,M,Silver,4
HUN,Hungary,1992,M,Bronze,6
HUN,Hungary,1992,M,Gold,6
HUN,Hungary,1992,M,Silver,20
HUN,Hungary,1996,M,Bronze,7
HUN,Hungary,1996,M,Gold,6
HUN,Hungary,1996,M,Silver,9
HUN,Hungary,2000,M,Bronze,3
HUN,Hungary,2000,M,Gold,23
HUN,Hungary,2000,M,Silver,2
HUN,Hungary,2004,M,Bronze,4
HUN,Hungary,2004,M,Gold,18
HUN,Hungary,2004,M,Silver,7
HUN,Hungary,2008,M,Bronze,2
HUN,Hungary,2008,M,Gold,14
HUN,Hungary,2008,M,Silver,4
HUN,Hungary,2012,M,Bronze,4
HUN,Hungary,2012,M,Gold,6
HUN,Hungary,2012,M,Silver,6
HUN,Hungary,2016,M,Bronze,5
HUN,Hungary,2016,M,Gold,1
HUN,Hungary,2016,M,Silver,2
HUN,Hungary-1,1952,F,Bronze,1
HUN,Hungary-1,1952,M,Bronze,1
ISL,Iceland,2000,F,Bronze,1
ISL,Iceland,1956,M,Silver,1
ISL,Iceland,1984,M,Bronze,1
ISL,Iceland,2008,M,Silver,14
IND,India,2000,F,Bronze,1
IND,India,2012,F,Bronze,2
IND,India,2016,F,Bronze,1
IND,India,2016,F,Silver,1
IND,India,1948,M,Gold,1
IND,India,1952,M,Gold,2
IND,India,1956,M,Gold,5
IND,India,1960,M,Silver,13
IND,India,1964,M,Gold,15
IND,India,1968,M,Bronze,16
IND,India,1972,M,Bronze,14
IND,India,1980,M,Gold,16
IND,India,1996,M,Bronze,1
IND,India,2004,M,Silver,1
IND,India,2008,M,Bronze,2
IND,India,2008,M,Gold,1
IND,India,2012,M,Bronze,2
IND,India,2012,M,Silver,2
IOA,Individual Olympic Athletes,1992,F,Bronze,1
IOA,Individual Olympic Athletes,1992,F,Silver,1
IOA,Individual Olympic Athletes,1992,M,Bronze,1
IOA,Individual Olympic Athletes,2016,M,Bronze,1
IOA,Individual Olympic Athletes,2016,M,Gold,1
INA,Indonesia,1988,F,Silver,3
INA,Indonesia,1996,F,Silver,1
INA,Indonesia,2000,F,Bronze,2
INA,Indonesia,2000,F,Silver,1
INA,Indonesia,2004,F,Silver,1
INA,Indonesia,2008,F,Bronze,1
INA,Indonesia,2016,F,Silver,1
INA,Indonesia,1992,M,Bronze,1
INA,Indonesia,1992,M,Gold,1
INA,Indonesia,1992,M,Silver,1
INA,Indonesia,1996,M,Gold,2
INA,Indonesia,2000,M,Gold,2
INA,Indonesia,2000,M,Silver,1
INA,Indonesia,2004,M,Bronze,1
INA,Indonesia,2004,M,Gold,1
INA,Indonesia,2008,M,Bronze,2
INA,Indonesia,2012,M,Bronze,1
